DSPT_REQ_HR,FIRE_SUPESN_HR,CTPV_NM,SGG_NM,FRSTN_GRNDS_DSTNC,CNTR_GRNDS_DSTNC,LFDAU_GRNDS_DSTNC,FCLT_PLC_SCLSF_NM,FND_FIRE_SE_NM,FND_IGTN_PSTN_NM,HR_UNIT_ARTMP,HR_UNIT_WSPD_INFO,WNDRCT_BRNG,HR_UNIT_HUM,golden_time_under_50min,arrival_time_diff,is_night,month_rcpt,dispatch_time_diff
826,10043,1,38,9,9,-1.0,0,0,3,17.1,2.0,3,0.0,1,910.0,0,10,84.0
382,1902,1,50,14,8,1.0,2,2,1,2.3,2.0,3,47.0,1,491.0,1,11,109.0
699,6062,5,57,6,4,1.0,2,2,1,5.4,2.0,8,34.0,1,742.0,1,3,43.0
599,2835,5,62,17,7,-1.0,2,2,3,9.0,2.0,8,23.0,1,721.0,0,3,122.0
838,4778,5,57,9,3,-1.0,2,2,3,14.9,2.0,1,41.0,1,894.0,1,3,56.0
322,1286,1,1,11,0,-1.0,2,2,1,10.6,2.0,3,32.0,1,418.0,0,11,96.0
377,0,5,48,6,2,1.0,2,2,1,16.1,2.0,3,54.0,1,410.0,0,4,33.0
166,3630,5,57,4,4,-1.0,0,0,3,15.7,15.0,7,61.0,1,236.0,0,3,70.0
193,532,5,56,3,0,-1.0,2,2,1,16.0,2.0,6,25.0,1,256.0,0,3,63.0
1060,9889,1,1,24,13,11.0,2,2,1,13.6,2.0,1,11.0,1,1136.0,0,11,76.0
663,1696,1,121,8,7,3.0,2,2,1,7.0,6.5,7,32.0,1,721.0,0,11,58.0
736,5040,1,29,6,6,-1.0,2,2,3,8.0,6.5,7,29.0,1,796.0,0,11,60.0
627,3372,5,57,10,8,-1.0,0,0,1,15.2,2.0,1,42.0,1,699.0,0,3,72.0
609,1063,5,57,9,7,4.0,1,1,1,15.8,15.0,4,43.0,1,697.0,0,4,88.0
823,4188,5,57,16,11,-1.0,2,2,3,5.8,2.0,7,86.0,1,868.0,1,4,45.0
1310,1374,1,113,36,2,-1.0,2,2,1,12.8,2.0,7,38.0,1,1399.0,0,10,89.0
308,2885,1,1,25,1,-1.0,2,2,1,8.1,6.5,7,22.0,1,370.0,0,11,62.0
1912,8769,1,202,18,16,8.0,1,1,3,11.9,2.0,1,36.0,1,2174.0,0,11,262.0
1047,3583,1,123,13,13,7.0,2,2,1,13.3,2.0,7,15.0,1,1093.0,0,11,46.0
1046,90,1,123,13,8,-1.0,2,2,1,15.3,2.0,1,63.0,1,1091.0,0,11,45.0
949,2833,1,1,36,11,-1.0,2,2,3,20.0,2.0,8,29.0,1,1080.0,0,10,131.0
645,4602,1,29,15,5,-1.0,2,2,1,4.0,2.0,1,93.0,1,702.0,1,11,57.0
498,1938,1,202,13,5,-1.0,1,1,1,16.3,6.5,3,38.0,1,547.0,0,11,49.0
820,4787,1,45,23,11,6.0,2,2,1,17.9,2.0,1,49.0,1,891.0,0,11,71.0
300,1611,1,95,4,1,-1.0,0,0,1,12.8,2.0,5,63.0,1,357.0,0,11,57.0
252,511,5,48,6,1,-1.0,0,0,1,24.3,2.0,7,28.0,1,303.0,0,5,51.0
569,476,1,115,8,7,-1.0,2,2,1,10.1,2.0,6,0.0,1,657.0,0,11,88.0
216,3240,1,205,11,11,3.0,2,2,1,12.5,2.0,5,0.0,1,276.0,0,11,60.0
557,3548,1,205,6,0,1.0,2,2,4,4.5,2.0,7,0.0,1,617.0,1,11,60.0
922,37762,1,64,7,7,9.0,1,1,2,12.9,2.0,7,14.0,1,992.0,0,11,70.0
640,4267,1,1,20,14,7.0,2,2,3,18.0,2.0,7,34.0,1,743.0,0,11,103.0
772,3579,16,193,6,6,11.0,2,2,2,22.0,2.0,3,20.0,1,832.0,0,4,60.0
259,759,5,56,4,1,-1.0,0,0,1,18.8,2.0,4,0.0,1,264.0,1,6,5.0
238,1586,5,57,10,2,-1.0,0,0,3,26.5,2.0,3,64.0,1,288.0,1,6,50.0
461,5474,5,57,4,4,-1.0,2,2,3,0.0,-1.0,0,0.0,1,570.0,1,6,109.0
899,15874,16,55,22,22,13.0,2,2,1,18.0,2.0,6,43.0,1,939.0,0,3,40.0
509,1231,16,155,18,5,-1.0,2,2,4,20.3,2.0,7,17.0,1,603.0,0,4,94.0
417,1708,16,194,4,4,-1.0,2,2,3,13.8,6.5,7,11.0,1,510.0,0,4,93.0
316,377,1,50,9,2,-1.0,2,2,1,-0.3,2.0,8,47.0,1,363.0,1,12,47.0
295,1160,16,179,11,4,3.0,1,1,2,21.0,2.0,7,24.0,1,368.0,0,4,73.0
364,198,5,62,9,2,-1.0,2,2,1,28.7,6.5,3,50.0,1,409.0,0,6,45.0
359,1310,16,195,6,6,8.0,1,1,1,17.0,2.0,8,23.0,1,413.0,0,3,54.0
1326,300,1,218,5,5,-1.0,2,2,4,4.9,2.0,1,35.0,1,1386.0,0,12,60.0
497,26510,16,55,13,13,7.0,1,1,3,14.0,2.0,8,30.0,1,572.0,0,4,75.0
708,14798,16,141,25,9,-1.0,1,1,2,19.5,2.0,6,0.0,1,820.0,0,4,112.0
531,22565,16,132,6,6,-1.0,2,2,3,19.1,2.0,6,37.0,1,651.0,0,4,120.0
747,974,16,193,12,7,-1.0,2,2,3,13.0,6.5,8,20.0,1,769.0,0,4,22.0
434,5227,16,175,6,6,-1.0,1,1,3,13.5,10.5,7,18.0,1,467.0,0,4,33.0
246,7070,16,55,18,13,2.0,2,2,3,10.0,2.0,7,20.0,1,367.0,0,4,121.0
120,1714,16,76,1,1,-1.0,2,2,1,17.6,2.0,5,56.0,1,211.0,1,5,91.0
581,21589,16,55,19,19,6.0,1,1,3,16.6,2.0,7,37.0,1,641.0,0,4,60.0
571,12355,16,132,8,8,-1.0,2,2,2,19.4,2.0,3,21.0,1,652.0,0,4,81.0
301,7660,1,116,3,1,-1.0,0,0,3,8.5,2.0,3,73.0,1,348.0,0,12,47.0
240,1260,8,61,4,0,-1.0,2,2,3,1.8,2.0,8,79.0,1,280.0,0,2,40.0
737,8078,1,123,14,11,4.0,2,2,1,-0.2,10.5,7,26.0,1,827.0,0,12,90.0
309,1249,1,34,3,2,-1.0,2,2,1,-3.2,2.0,6,0.0,1,369.0,0,12,60.0
362,2591,1,97,3,8,-1.0,2,2,1,-9.2,2.0,7,58.0,1,438.0,1,12,76.0
1435,4316,8,94,10,5,-1.0,2,2,3,2.4,2.0,6,86.0,1,1955.0,0,2,520.0
853,2380,1,29,14,11,-1.0,1,1,1,1.0,2.0,7,40.0,1,910.0,1,12,57.0
1034,891,1,218,22,2,2.0,2,2,4,9.2,2.0,3,68.0,1,1153.0,0,12,119.0
435,1349,16,194,16,3,-1.0,2,2,1,15.0,2.0,4,50.0,1,608.0,0,3,173.0
486,695,1,204,10,5,-1.0,2,2,4,4.6,2.0,8,49.0,1,523.0,1,12,37.0
137,4705,16,132,41,27,1.0,2,2,1,9.0,2.0,7,41.0,1,247.0,0,2,110.0
254,17143,8,53,3,1,-1.0,1,1,3,7.5,2.0,2,82.0,1,366.0,1,3,112.0
323,4983,16,76,26,26,6.0,2,2,1,3.4,2.0,3,34.0,1,383.0,0,2,60.0
360,2665,16,141,7,7,-1.0,2,2,1,0.0,-1.0,0,0.0,1,401.0,0,2,41.0
528,1541,1,218,9,9,4.0,2,2,3,0.7,2.0,5,51.0,1,591.0,1,12,63.0
781,1460,16,192,5,5,-1.0,2,2,1,18.0,2.0,6,25.0,1,847.0,0,3,66.0
573,679,1,158,8,3,-1.0,2,2,3,8.5,2.0,1,64.0,1,668.0,0,12,95.0
180,840,8,61,3,0,-1.0,1,1,3,17.2,2.0,3,23.0,1,198.0,0,3,18.0
509,972,5,48,5,2,-1.0,2,2,3,10.4,2.0,6,79.0,1,657.0,1,10,148.0
447,5041,1,204,26,3,-1.0,2,2,1,0.8,2.0,2,80.0,1,497.0,1,12,50.0
146,2543,1,95,7,3,-1.0,1,1,3,6.5,2.0,3,83.0,1,265.0,0,12,119.0
1742,4993,1,50,20,14,-1.0,2,2,1,-11.6,2.0,7,48.0,1,1787.0,1,12,45.0
5565,45182,5,56,6,5,-1.0,2,2,2,1.9,6.5,7,45.0,0,5634.0,0,12,69.0
355,436,5,62,17,3,-1.0,2,2,1,10.5,2.0,3,47.0,1,409.0,0,12,54.0
120,924,8,61,2,0,-1.0,2,2,3,13.4,2.0,8,18.0,1,262.0,0,4,142.0
177,940,8,53,1,1,-1.0,2,2,4,13.2,2.0,4,22.0,1,344.0,0,3,167.0
300,579,8,172,4,2,-1.0,2,2,4,16.9,2.0,8,32.0,1,399.0,0,4,99.0
486,7849,16,192,25,0,7.0,2,2,4,18.0,2.0,2,40.0,1,708.0,0,10,222.0
888,9600,16,171,47,42,6.0,2,2,1,7.2,2.0,7,20.0,1,962.0,0,11,74.0
430,5931,8,30,2,2,-1.0,2,2,2,15.1,2.0,3,40.0,1,584.0,0,4,154.0
269,1079,8,3,3,1,-1.0,2,2,2,6.4,2.0,6,57.0,1,350.0,0,4,81.0
642,1894,15,59,24,11,6.0,2,2,1,0.0,2.0,6,0.0,1,743.0,0,1,101.0
304,0,8,98,2,3,-1.0,0,0,3,9.8,2.0,7,61.0,1,401.0,1,4,97.0
299,3401,8,98,4,2,-1.0,1,1,1,22.7,2.0,4,11.0,1,389.0,0,5,90.0
290,22343,15,23,20,4,-1.0,2,2,1,1.6,6.5,2,51.0,1,315.0,1,1,25.0
518,1850,15,92,21,8,-1.0,2,2,1,16.3,2.0,8,25.0,1,585.0,0,3,67.0
173,430,15,200,8,2,-1.0,2,2,3,4.9,2.0,1,50.0,1,185.0,0,2,12.0
300,2100,15,186,7,4,-1.0,2,2,3,3.6,2.0,3,84.0,1,355.0,0,2,55.0
165,1001,8,154,1,4,-1.0,1,1,3,14.6,6.5,3,34.0,1,251.0,0,4,86.0
426,1571,15,23,17,7,-1.0,1,1,1,17.1,2.0,4,27.4,1,472.0,0,3,46.0
654,3731,15,92,18,5,-1.0,2,2,3,10.8,6.5,7,21.0,1,723.0,0,4,69.0
299,8450,15,191,18,8,5.0,2,2,2,13.4,2.0,6,61.0,1,361.0,1,3,62.0
512,3806,15,59,8,8,-1.0,2,2,3,16.2,2.0,3,61.0,1,567.0,0,3,55.0
592,5760,15,111,14,14,7.0,2,2,1,17.8,2.0,3,23.0,1,677.0,0,3,85.0
297,7273,15,200,39,8,5.0,1,1,1,17.0,6.5,4,45.0,1,356.0,0,3,59.0
297,1745,15,92,23,23,5.0,2,2,3,14.6,6.5,7,28.0,1,379.0,0,4,82.0
626,1088,15,23,13,10,10.0,2,2,1,8.3,2.0,3,32.0,1,695.0,0,3,69.0
438,900,15,200,43,13,6.0,2,2,1,0.0,-1.0,0,0.0,1,517.0,0,2,79.0
297,5132,15,54,15,11,3.0,2,2,3,-3.2,-1.0,1,82.0,1,334.0,1,2,37.0
295,3173,15,92,9,3,-1.0,2,2,1,15.5,-1.0,8,40.0,1,355.0,0,3,60.0
180,1080,8,61,4,3,-1.0,1,1,3,24.1,2.0,8,54.0,1,308.0,0,5,128.0
549,2280,15,191,8,8,-1.0,2,2,3,16.4,2.0,2,34.0,1,622.0,0,3,73.0
594,434,15,187,10,3,-1.0,2,2,1,5.2,2.0,7,37.0,1,676.0,0,3,82.0
611,2076,15,54,9,5,-1.0,2,2,1,21.0,6.5,7,16.0,1,660.0,0,3,49.0
201,1371,15,92,11,3,-1.0,2,2,1,7.9,2.0,7,66.0,1,253.0,0,4,52.0
133,1010,15,39,2,2,-1.0,2,2,1,16.4,2.0,7,30.0,1,203.0,0,4,70.0
643,3847,15,54,22,19,6.0,2,2,3,12.2,6.5,3,49.5,1,693.0,0,3,50.0
185,2220,15,80,14,15,3.0,2,2,3,17.6,2.0,7,28.0,1,279.0,0,4,94.0
483,1605,15,59,14,6,-1.0,2,2,3,11.5,-1.0,1,20.0,1,599.0,0,3,116.0
990,3958,15,39,24,15,-1.0,2,2,3,10.2,2.0,7,24.0,1,1063.0,0,3,73.0
357,7478,15,191,5,5,-1.0,2,2,3,15.6,2.0,8,40.0,1,410.0,0,3,53.0
399,6600,15,191,21,5,-1.0,2,2,1,15.7,2.0,3,25.0,1,448.0,0,3,49.0
1398,14865,15,54,15,11,-1.0,2,2,3,9.9,2.0,4,73.0,1,1535.0,1,3,137.0
442,2721,15,39,22,19,7.0,2,2,1,15.6,2.0,7,20.0,1,484.0,0,4,42.0
299,2802,15,191,3,3,-1.0,2,2,1,14.7,2.0,8,25.0,1,356.0,0,4,57.0
286,1243,15,39,4,4,6.0,2,2,4,19.3,6.5,5,16.0,1,331.0,0,3,45.0
247,7300,15,39,4,4,-1.0,2,2,3,4.3,2.0,2,63.0,1,300.0,0,4,53.0
240,1485,15,59,6,2,-1.0,2,2,1,5.0,2.0,6,37.0,1,292.0,0,3,52.0
459,1389,15,92,9,5,-1.0,2,2,3,16.8,6.5,1,87.0,1,533.0,1,4,74.0
293,7560,15,92,26,4,-1.0,2,2,3,10.8,2.0,8,43.0,1,399.0,0,4,106.0
345,1268,15,92,8,5,-1.0,2,2,2,18.1,-1.0,7,20.0,1,451.0,0,4,106.0
255,1799,15,187,14,2,-1.0,2,2,1,23.0,2.0,4,85.0,1,357.0,0,5,102.0
240,4455,15,39,12,12,4.0,2,2,3,15.4,2.0,8,28.0,1,272.0,0,4,32.0
506,4331,15,92,6,6,-1.0,2,2,1,21.7,-1.0,8,26.0,1,563.0,0,4,57.0
1060,2221,15,92,16,12,-1.0,2,2,1,10.7,-1.0,8,55.0,1,1060.0,0,4,0.0
341,9420,15,111,17,5,-1.0,2,2,3,10.6,2.0,6,51.0,1,405.0,1,4,64.0
400,8367,15,92,18,5,-1.0,2,2,1,9.9,-1.0,1,61.0,1,479.0,1,4,79.0
293,12929,15,23,14,2,-1.0,2,2,3,14.7,2.0,8,11.0,1,352.0,0,4,59.0
388,943,15,92,8,5,-1.0,2,2,4,23.3,2.0,8,22.0,1,451.0,0,5,63.0
360,9623,15,191,16,16,5.0,2,2,3,12.9,2.0,7,32.0,1,413.0,0,4,53.0
521,24270,15,111,9,11,-1.0,2,2,4,12.7,2.0,5,21.0,1,570.0,0,4,49.0
294,1370,15,187,5,3,-1.0,2,2,1,16.4,2.0,8,23.0,1,339.0,0,4,45.0
376,9963,15,39,7,7,-1.0,2,2,3,17.3,2.0,3,23.0,1,445.0,0,4,69.0
291,4030,15,92,17,4,-1.0,1,1,3,16.8,2.0,7,50.0,1,322.0,0,4,31.0
442,47700,15,92,26,6,-1.0,2,2,1,12.0,2.0,6,50.0,1,509.0,0,4,67.0
226,1482,15,59,16,3,-1.0,2,2,2,0.0,-1.0,0,0.0,1,305.0,0,4,79.0
361,868,15,191,6,6,-1.0,2,2,1,14.8,6.5,3,19.0,1,419.0,0,4,58.0
290,1515,15,23,4,4,-1.0,2,2,1,28.8,2.0,3,41.0,1,343.0,0,5,53.0
259,1228,15,23,4,4,-1.0,2,2,1,15.1,2.0,3,10.0,1,352.0,0,4,93.0
300,7676,15,92,27,5,-1.0,2,2,4,17.8,-1.0,3,46.0,1,364.0,0,10,64.0
495,1752,15,54,8,8,-1.0,2,2,3,29.9,2.0,7,0.0,1,559.0,0,6,64.0
403,2129,15,92,22,9,4.0,2,2,3,30.1,2.0,5,31.0,1,459.0,0,6,56.0
850,1746,15,39,15,15,-1.0,2,2,1,25.3,2.0,8,67.0,1,896.0,0,6,46.0
636,1179,15,111,14,6,-1.0,2,2,3,17.2,-1.0,5,30.0,1,691.0,0,10,55.0
348,16977,15,39,16,7,-1.0,2,2,2,9.7,2.0,8,88.0,1,419.0,1,10,71.0
277,2688,15,39,16,4,-1.0,2,2,3,21.0,2.0,5,37.0,1,348.0,0,10,71.0
360,15666,15,39,12,12,5.0,2,2,2,13.1,2.0,3,53.0,1,419.0,0,11,59.0
525,1075,8,30,3,3,-1.0,2,2,1,23.2,6.5,6,45.0,1,712.0,0,9,187.0
299,10637,15,74,16,16,2.0,2,2,3,-2.2,2.0,6,62.0,1,398.0,1,12,99.0
270,1853,13,20,7,4,-1.0,2,2,4,30.6,2.0,3,46.0,1,335.0,0,6,65.0
526,71,15,111,21,4,-1.0,2,2,3,1.3,2.0,7,50.0,1,591.0,1,12,65.0
488,6444,13,169,27,0,10.0,2,2,2,13.0,15.0,6,27.0,1,564.0,0,11,76.0
208,1501,13,43,4,4,-1.0,2,2,4,17.0,2.0,6,43.7,1,235.0,0,11,27.0
1994,55590,13,51,24,12,-1.0,2,2,3,19.5,2.0,7,30.0,1,1994.0,0,10,0.0
279,2893,13,36,11,2,-1.0,2,2,3,17.4,2.0,8,46.0,1,337.0,0,10,58.0
384,3265,15,39,7,5,-1.0,2,2,2,8.5,2.0,8,33.0,1,452.0,0,12,68.0
299,9779,15,186,21,5,-1.0,2,2,1,3.4,6.5,7,43.0,1,341.0,0,12,42.0
1281,8954,13,107,16,16,7.0,0,0,2,-1.1,2.0,7,27.0,1,1330.0,0,12,49.0
150,660,8,154,6,2,-1.0,2,2,1,10.0,2.0,7,71.0,1,232.0,1,10,82.0
723,50435,13,20,12,10,-1.0,2,2,3,15.9,2.0,7,60.0,1,723.0,0,11,0.0
276,18619,8,154,3,3,-1.0,1,1,3,15.8,2.0,3,25.0,1,302.0,0,10,26.0
61,926,8,6,6,1,-1.0,0,0,1,17.8,2.0,1,37.0,1,176.0,0,11,115.0
386,1756,15,39,22,22,6.0,2,2,1,12.7,2.0,4,44.0,1,444.0,0,12,58.0
291,1200,8,98,5,2,-1.0,2,2,3,5.7,2.0,7,39.0,1,314.0,0,12,23.0
811,2051,12,143,66,10,10.0,2,2,1,2.0,2.0,4,62.0,1,865.0,0,1,54.0
622,4964,12,143,55,5,5.0,2,2,1,3.6,2.0,8,58.0,1,646.0,0,2,24.0
779,2426,12,176,52,11,11.0,2,2,1,4.6,2.0,7,59.0,1,837.0,0,1,58.0
299,222,8,61,2,2,-1.0,0,0,3,0.6,2.0,8,33.0,1,507.0,0,12,208.0
439,659,4,62,9,6,-1.0,2,2,1,8.0,6.5,7,38.0,1,611.0,0,4,172.0
380,5434,4,48,5,5,-1.0,0,0,1,13.9,2.0,8,49.0,1,418.0,0,4,38.0
932,3173,4,27,16,16,-1.0,2,2,1,15.4,2.0,3,25.0,1,1024.0,0,3,92.0
179,3097,4,27,5,1,-1.0,2,2,4,19.4,6.5,3,51.0,1,253.0,0,4,74.0
340,602,12,124,8,2,-1.0,0,0,3,10.7,2.0,8,68.0,1,435.0,1,3,95.0
475,6612,12,22,22,7,-1.0,2,2,2,17.2,2.0,5,30.0,1,490.0,0,4,15.0
342,3340,12,108,19,12,3.0,2,2,3,16.9,2.0,7,17.0,1,385.0,0,4,43.0
820,18136,12,47,15,15,4.0,2,2,1,17.6,6.5,1,21.0,1,873.0,0,3,53.0
2771,6900,12,143,54,38,18.0,2,2,1,14.0,2.0,7,59.0,1,3559.0,0,4,788.0
921,12600,12,75,38,12,-1.0,2,2,1,12.8,10.5,7,33.0,1,993.0,0,3,72.0
739,3658,12,219,26,19,6.0,2,2,3,17.4,2.0,2,20.0,1,774.0,0,3,35.0
749,17304,12,22,33,11,9.0,2,2,3,11.5,2.0,5,23.0,1,808.0,0,4,59.0
579,8400,12,21,19,17,8.0,2,2,2,11.9,6.5,7,28.0,1,673.0,0,3,94.0
578,13580,12,47,18,18,6.0,2,2,1,13.0,2.0,7,60.0,1,741.0,0,3,163.0
298,4815,12,212,23,23,3.0,2,2,4,18.0,2.0,3,34.0,1,331.0,0,3,33.0
203,629,13,36,6,1,-1.0,2,2,1,24.8,2.0,6,57.0,1,295.0,0,9,92.0
109,733,4,62,2,1,-1.0,2,2,1,12.2,2.0,2,56.0,1,201.0,0,4,92.0
769,3873,4,27,24,24,-1.0,2,2,1,9.0,6.5,7,44.0,1,873.0,0,4,104.0
720,2271,4,48,13,13,-1.0,2,2,1,1.8,2.0,7,79.0,1,1035.0,1,4,315.0
268,1269,4,27,2,2,-1.0,2,2,1,17.4,6.5,7,36.0,1,372.0,0,3,104.0
232,19783,12,214,31,12,2.0,2,2,4,15.0,2.0,7,47.0,1,292.0,0,4,60.0
344,660,12,108,6,6,-1.0,0,0,1,6.3,2.0,5,44.0,1,411.0,0,3,67.0
529,9434,12,176,49,5,5.0,2,2,1,12.3,6.5,1,42.0,1,597.0,0,3,68.0
469,13614,12,219,24,1,1.0,1,1,4,21.0,6.5,8,29.0,1,505.0,0,4,36.0
688,4002,12,47,14,11,-1.0,2,2,1,14.8,6.5,7,24.0,1,732.0,0,4,44.0
99,5820,12,124,8,3,-1.0,2,2,3,16.3,2.0,1,66.0,1,99.0,0,3,0.0
342,3554,12,22,40,3,-1.0,2,2,3,19.9,2.0,3,27.0,1,378.0,0,3,36.0
503,1060,12,129,11,11,11.0,2,2,4,11.4,10.5,8,48.0,1,581.0,0,3,78.0
612,15083,12,70,21,8,-1.0,2,2,0,2.9,6.5,7,50.0,1,640.0,1,3,28.0
343,10250,12,219,20,13,2.0,2,2,1,16.0,2.0,2,30.0,1,352.0,0,3,9.0
427,5309,12,166,26,21,6.0,2,2,3,16.2,2.0,1,0.0,1,477.0,0,4,50.0
163,5439,12,75,33,18,1.0,2,2,3,7.6,6.5,7,41.0,1,203.0,1,3,40.0
577,17566,12,58,5,5,-1.0,2,2,1,17.1,6.5,7,31.0,1,656.0,0,3,79.0
950,3702,12,219,21,8,-1.0,2,2,3,21.0,2.0,7,20.0,1,990.0,0,4,40.0
341,13941,12,212,7,7,7.0,2,2,3,8.6,2.0,7,48.0,1,402.0,0,4,61.0
230,5495,12,129,12,12,4.0,2,2,1,19.1,15.0,8,38.0,1,290.0,0,4,60.0
285,5606,11,81,4,1,-1.0,2,2,3,-3.1,2.0,0,50.0,1,306.0,1,2,21.0
465,3879,11,8,6,6,5.0,2,2,1,2.5,6.5,4,36.0,1,597.0,0,1,132.0
320,5865,12,75,14,13,2.0,2,2,1,13.8,10.5,7,57.0,1,391.0,0,4,71.0
347,4676,12,214,14,14,6.0,2,2,4,18.7,6.5,2,56.0,1,410.0,0,4,63.0
669,3896,11,8,10,7,7.0,2,2,3,1.9,-1.0,3,54.0,1,719.0,0,3,50.0
993,10998,12,22,60,24,9.0,2,2,2,20.6,6.5,3,35.0,1,1012.0,0,4,19.0
241,3836,12,219,24,1,-1.0,2,2,2,18.2,2.0,2,41.0,1,410.0,0,4,169.0
1115,11040,12,22,61,23,15.0,2,2,2,26.0,2.0,4,40.0,1,1157.0,0,9,42.0
316,510,11,89,4,2,-1.0,2,2,4,16.0,2.0,8,18.0,1,410.0,0,3,94.0
304,1945,11,14,8,2,-1.0,2,2,1,14.0,2.0,4,41.0,1,371.0,0,4,67.0
967,7363,4,27,26,26,-1.0,0,0,1,18.9,2.0,4,39.0,1,967.0,0,11,0.0
703,7673,11,49,5,2,-1.0,2,2,1,11.5,2.0,8,15.0,1,750.0,0,4,47.0
389,2030,11,49,2,2,-1.0,2,2,0,12.0,2.0,3,27.0,1,442.0,0,3,53.0
232,19593,11,126,7,3,-1.0,1,1,3,7.2,6.5,7,38.0,1,300.0,0,3,68.0
468,1557,11,8,11,11,5.0,2,2,1,14.9,2.0,3,35.0,1,512.0,0,3,44.0
373,2298,11,89,1,2,-1.0,2,2,3,16.0,2.0,7,40.0,1,492.0,0,4,119.0
347,1015,12,28,14,7,2.0,2,2,4,27.2,2.0,2,59.4,1,396.0,0,6,49.0
470,5053,11,126,7,5,-1.0,1,1,2,11.0,2.0,3,85.0,1,643.0,1,4,173.0
349,2712,12,219,26,20,5.0,2,2,3,19.9,2.0,7,66.0,1,395.0,0,5,46.0
167,277,11,81,5,0,-1.0,1,1,1,7.2,2.0,1,59.0,1,250.0,1,4,83.0
133,13188,11,8,8,5,1.0,2,2,1,10.4,6.5,3,63.0,1,202.0,0,3,69.0
360,4742,11,142,17,17,3.0,0,0,3,18.0,2.0,2,53.0,1,436.0,0,5,76.0
980,7968,11,142,0,0,8.0,2,2,3,19.2,2.0,1,35.0,1,1033.0,0,5,53.0
1020,609,12,219,19,12,-1.0,2,2,1,-1.7,2.0,1,80.1,1,1027.0,1,12,7.0
764,186,6,62,21,10,-1.0,2,2,1,5.5,2.0,8,36.0,1,811.0,0,1,47.0
1384,2891,12,164,23,23,-1.0,1,1,2,11.5,2.0,8,64.0,1,1564.0,0,11,180.0
487,71984,12,124,11,2,-1.0,0,0,3,16.9,2.0,2,30.0,1,617.0,0,10,130.0
218,5640,12,108,8,2,-1.0,2,2,1,8.3,2.0,7,45.0,1,297.0,0,12,79.0
586,2073,12,124,17,6,-1.0,1,1,4,7.4,2.0,3,25.0,1,670.0,0,12,84.0
557,3949,12,219,16,9,-1.0,2,2,1,10.1,2.0,7,38.0,1,557.0,0,12,0.0
761,1813,3,207,12,6,-1.0,1,1,2,13.0,2.0,6,84.0,1,784.0,0,2,23.0
640,9027,3,157,10,10,-1.0,2,2,1,16.6,10.5,8,30.0,1,690.0,0,3,50.0
586,3136,3,77,41,7,-1.0,2,2,1,14.9,6.5,7,40.0,1,625.0,0,3,39.0
415,6747,6,60,6,2,-1.0,2,2,3,17.6,2.0,4,16.0,1,481.0,0,4,66.0
1203,3185,3,88,16,13,-1.0,2,2,4,19.4,2.0,8,38.0,1,1263.0,0,3,60.0
563,3488,3,139,15,13,-1.0,2,2,4,6.4,2.0,7,27.0,1,671.0,0,3,108.0
854,4119,3,44,17,10,-1.0,2,2,2,17.9,2.0,7,19.0,1,926.0,0,3,72.0
329,718,3,12,2,2,-1.0,1,1,3,16.2,20.0,6,35.0,1,440.0,0,3,111.0
1100,5699,3,77,51,18,-1.0,2,2,1,3.2,2.0,3,40.0,1,1156.0,0,2,56.0
1807,9472,3,77,57,35,19.0,1,1,2,9.9,2.0,5,56.0,1,1852.0,1,3,45.0
751,5768,3,189,19,10,-1.0,2,2,1,10.6,2.0,3,34.0,1,799.0,0,3,48.0
403,4527,3,15,9,9,1.0,2,2,1,11.2,6.5,7,23.0,1,454.0,0,3,51.0
564,5557,3,139,11,7,-1.0,2,2,4,8.0,6.5,3,33.0,1,608.0,0,3,44.0
509,15055,3,136,16,3,-1.0,2,2,1,16.6,2.0,2,31.0,1,555.0,0,3,46.0
1094,1051,3,134,43,4,-1.0,0,0,3,2.3,2.0,6,79.0,1,1143.0,0,3,49.0
798,24256,3,190,55,15,-1.0,1,1,3,13.2,6.5,7,26.0,1,881.0,0,4,83.0
385,3949,3,72,1,1,-1.0,2,2,4,16.5,2.0,7,14.0,1,420.0,0,4,35.0
309,793,3,207,7,1,-1.0,2,2,1,16.8,2.0,7,15.0,1,369.0,0,4,60.0
858,2404,3,189,23,9,-1.0,2,2,1,17.7,10.5,3,17.0,1,901.0,0,4,43.0
1009,4377,3,72,14,14,-1.0,2,2,1,17.0,2.0,2,28.0,1,1045.0,0,3,36.0
909,445,3,136,12,12,-1.0,2,2,1,16.5,2.0,2,42.0,1,963.0,0,3,54.0
1376,9526,3,37,18,12,-1.0,2,2,2,7.8,2.0,5,82.0,1,1508.0,1,4,132.0
1244,6032,3,12,12,13,-1.0,2,2,2,2.6,2.0,3,93.0,1,1279.0,1,4,35.0
561,1343,3,44,9,7,-1.0,2,2,4,13.4,2.0,7,26.0,1,624.0,0,4,63.0
1479,12480,3,112,10,32,-1.0,2,2,1,17.6,2.0,3,31.7,1,1526.0,0,3,47.0
483,5624,3,44,15,7,-1.0,2,2,3,15.1,2.0,4,29.0,1,548.0,0,4,65.0
783,2502,3,112,12,8,2.0,2,2,1,16.0,2.0,8,39.0,1,823.0,0,3,40.0
494,2716,3,130,7,7,-1.0,2,2,1,13.2,2.0,1,22.0,1,534.0,0,3,40.0
858,1879,3,44,15,11,-1.0,2,2,1,16.9,6.5,3,37.0,1,918.0,0,3,60.0
