DSPT_REQ_HR,CTPV_NM,SGG_NM,FRSTN_GRNDS_DSTNC,CNTR_GRNDS_DSTNC,LFDAU_GRNDS_DSTNC,FCLT_PLC_SCLSF_NM,FND_FIRE_SE_NM,FND_IGTN_PSTN_NM,HR_UNIT_ARTMP,HR_UNIT_WSPD_INFO,WNDRCT_BRNG,HR_UNIT_HUM,golden_time_under_50min,arrival_time_diff,is_night,month_rcpt,dispatch_time_diff,FIRE_SUPESN_HR_log,DSPT_REQ_HR_log,FRSTN_GRNDS_DSTNC_log,CNTR_GRNDS_DSTNC_log,LFDAU_GRNDS_DSTNC_log,arrival_time_diff_log,dispatch_time_diff_log
1058,1,50,15,4,-1.0,2,2,1,25.2,2.0,3,32.0,1,1115.0,0,4,57.0,10.085767441795337,6.9650803456014065,2.772588722239781,1.6094379124341003,-inf,7.017506142941256,4.060443010546419
659,0,220,10,10,8.0,2,2,2,23.8,2.0,2,24.0,1,733.0,0,4,74.0,9.618601567386348,6.492239835020471,2.3978952727983707,2.3978952727983707,2.1972245773362196,6.598509028614515,4.31748811353631
641,1,64,8,6,-1.0,1,1,3,10.9,2.0,7,83.0,1,775.0,1,4,134.0,7.45298232946546,6.464588303689961,2.1972245773362196,1.9459101490553132,-inf,6.654152520183219,4.90527477843843
194,2,119,18,18,1.0,2,2,1,14.9,2.0,8,0.0,1,321.0,1,4,127.0,10.605842213846987,5.272999558563747,2.9444389791664403,2.9444389791664403,0.6931471805599453,5.7745515455444085,4.852030263919617
605,1,29,10,4,-1.0,2,2,1,24.0,2.0,1,41.0,1,641.0,0,4,36.0,7.057036981697891,6.406879986069314,2.3978952727983707,1.6094379124341003,-inf,6.464588303689961,3.6109179126442243
374,1,202,12,3,-1.0,2,2,3,21.9,2.0,3,30.0,1,515.0,0,4,141.0,8.103796712981794,5.926926025970411,2.5649493574615367,1.3862943611198906,-inf,6.246106765481563,4.955827057601261
1026,12,166,2,2,-1.0,2,2,2,18.6,2.0,5,44.0,1,1084.0,0,4,58.0,9.427465850964829,6.934397209928558,1.0986122886681098,1.0986122886681098,-inf,6.98933526597456,4.07753744390572
271,13,71,44,1,-1.0,2,2,1,20.8,2.0,8,19.0,1,572.0,0,4,301.0,9.58911921482184,5.605802066295998,3.8066624897703196,0.6931471805599453,-inf,6.35088571671474,5.71042701737487
639,1,17,13,5,-1.0,2,2,3,24.7,2.0,7,8.0,1,689.0,0,4,50.0,7.208600337960199,6.461468176353717,2.6390573296152584,1.791759469228055,-inf,6.536691597591305,3.9318256327243257
535,3,77,80,40,6.0,1,1,1,18.1,2.0,3,35.0,1,575.0,0,4,40.0,10.352746235642707,6.284134161070802,4.394449154672439,3.713572066704308,1.9459101490553132,6.3561076606958915,3.713572066704308
504,1,121,18,4,7.0,2,2,3,24.7,2.0,3,22.0,1,639.0,0,4,135.0,9.212138753917563,6.22455842927536,2.9444389791664403,1.6094379124341003,2.0794415416798357,6.461468176353717,4.912654885736052
608,3,206,25,11,-1.0,1,1,1,23.0,2.0,5,7.0,1,657.0,0,4,49.0,9.942323576321327,6.411818267709897,3.258096538021482,2.4849066497880004,-inf,6.489204931325317,3.912023005428146
546,15,13,7,4,-1.0,2,2,3,16.0,2.0,1,40.0,1,646.0,0,4,100.0,9.127936545721367,6.304448802421981,2.0794415416798357,1.6094379124341003,-inf,6.472346294500901,4.61512051684126
288,3,130,20,4,-1.0,2,2,3,27.7,2.0,8,26.0,1,339.0,0,4,51.0,8.065265208897733,5.666426688112432,3.044522437723423,1.6094379124341003,-inf,5.8289456176102075,3.9512437185814275
342,2,209,17,3,-1.0,2,2,3,22.7,2.0,2,19.0,1,389.0,0,4,47.0,9.16502914926618,5.8377304471659395,2.8903717578961645,1.3862943611198906,-inf,5.966146739123692,3.871201010907891
1176,10,150,6,6,-1.0,1,1,3,22.0,6.5,4,16.0,1,1176.0,0,4,0.0,7.798933310041217,7.0707241072602764,1.9459101490553132,1.9459101490553132,-inf,7.0707241072602764,0.0
402,13,71,41,5,-1.0,2,2,3,21.0,-1.0,7,18.0,1,450.0,0,4,48.0,9.241935933565934,5.998936561946683,3.7376696182833684,1.791759469228055,-inf,6.111467339502679,3.8918202981106265
502,1,1,18,10,-1.0,2,2,3,17.5,2.0,4,33.0,1,566.0,0,4,64.0,8.88280805492444,6.220590170099739,2.9444389791664403,2.3978952727983707,-inf,6.340359303727752,4.174387269895637
1834,3,77,69,35,21.0,1,1,1,-0.8,2.0,5,96.0,1,1964.0,1,4,130.0,9.151439264056021,7.51479976048867,4.248495242049359,3.58351893845611,3.091042453358316,7.583247524303362,4.875197323201151
581,3,35,10,7,-1.0,2,2,3,17.8,2.0,8,10.0,1,668.0,0,4,87.0,8.084254106307318,6.366470447731438,2.3978952727983707,2.0794415416798357,-inf,6.505784060128229,4.477336814478207
1162,10,82,15,9,-1.0,1,1,3,18.6,2.0,2,44.0,1,1220.0,0,4,58.0,8.142354276849835,7.0587581525186645,2.772588722239781,2.302585092994046,-inf,7.107425474110705,4.07753744390572
1150,13,43,15,9,12.0,2,2,2,13.5,2.0,3,65.0,1,1205.0,0,4,55.0,10.968422402344437,7.048386408721883,2.772588722239781,2.302585092994046,2.5649493574615367,7.095064377287131,4.02535169073515
836,12,70,27,9,-1.0,2,2,1,15.0,2.0,7,30.4,1,853.0,0,4,17.0,7.738488122494646,6.729824070489475,3.332204510175204,2.302585092994046,-inf,6.74993119378857,2.8903717578961645
423,12,219,8,13,-1.0,1,1,3,19.0,6.5,5,19.0,1,490.0,0,4,67.0,10.057366766948556,6.049733455231958,2.1972245773362196,2.6390573296152584,-inf,6.19644412779452,4.219507705176107
334,15,92,19,6,-1.0,2,2,3,15.3,-1.0,7,26.0,1,394.0,0,4,60.0,7.8083230503910555,5.814130531825066,2.995732273553991,1.9459101490553132,-inf,5.978885764901122,4.110873864173311
221,5,57,2,1,-1.0,0,0,3,23.1,2.0,5,18.0,1,275.0,0,4,54.0,7.113142108707088,5.402677381872279,1.0986122886681098,0.6931471805599453,-inf,5.62040086571715,4.007333185232471
390,13,71,51,0,2.0,2,2,1,12.2,2.0,6,22.0,1,407.0,0,4,17.0,10.068620562346831,5.968707559985366,3.9512437185814275,0.0,1.0986122886681098,6.0112671744041615,2.8903717578961645
353,10,173,6,1,-1.0,2,2,2,16.9,2.0,6,28.0,1,408.0,0,4,55.0,8.111328003286733,5.869296913133774,1.9459101490553132,0.6931471805599453,-inf,6.013715156042802,4.02535169073515
1197,10,150,23,11,-1.0,2,2,3,14.9,6.5,2,34.0,1,1257.0,0,4,60.0,7.168579897264035,7.088408778675395,3.1780538303479458,2.4849066497880004,-inf,7.1372784372603855,4.110873864173311
844,1,148,8,8,-1.0,2,2,1,14.9,2.0,7,23.0,1,937.0,0,4,93.0,8.371473537066832,6.739336627357174,2.1972245773362196,2.1972245773362196,-inf,6.843749949006225,4.543294782270004
950,0,4,14,14,-1.0,2,2,1,15.0,2.0,7,16.0,1,1025.0,0,4,75.0,8.266421472984554,6.85751406254539,2.70805020110221,2.70805020110221,-inf,6.933423025730715,4.330733340286331
692,1,208,11,6,-1.0,0,0,3,11.2,2.0,1,32.0,1,796.0,0,4,104.0,9.42641902556827,6.541029999189903,2.4849066497880004,1.9459101490553132,-inf,6.680854678790215,4.653960350157523
254,3,37,30,0,2.0,2,2,1,14.2,2.0,8,23.0,1,307.0,0,4,53.0,9.042394981126735,5.541263545158426,3.4339872044851463,0.0,1.0986122886681098,5.730099782973574,3.9889840465642745
539,3,44,22,4,-1.0,2,2,1,19.4,2.0,2,12.0,1,540.0,0,4,1.0,8.664750755773852,6.29156913955832,3.1354942159291497,1.6094379124341003,-inf,6.293419278846481,0.6931471805599453
456,7,42,26,6,-1.0,2,2,1,23.7,2.0,3,39.0,1,577.0,0,4,121.0,10.170456583390367,6.124683390894205,3.295836866004329,1.9459101490553132,-inf,6.359573868672378,4.804021044733257
1191,1,205,15,12,-1.0,2,2,1,17.7,2.0,1,22.0,1,1237.0,0,4,46.0,8.395251520610994,7.083387847625295,2.772588722239781,2.5649493574615367,-inf,7.121252453244542,3.8501476017100584
373,1,205,3,3,-1.0,2,2,1,15.4,2.0,5,21.0,1,433.0,0,4,60.0,8.473868066677865,5.924255797414532,1.3862943611198906,1.3862943611198906,-inf,6.073044534100405,4.110873864173311
1170,1,123,28,21,11.0,2,2,1,15.7,2.0,5,37.0,1,1170.0,0,4,0.0,6.716594773520978,7.065613363597717,3.367295829986474,3.091042453358316,2.4849066497880004,7.065613363597717,0.0
294,12,108,30,0,2.0,2,2,1,25.0,2.0,2,35.0,1,398.0,0,4,104.0,8.877660933593667,5.68697535633982,3.4339872044851463,0.0,1.0986122886681098,5.988961416889864,4.653960350157523
779,3,157,57,10,-1.0,2,2,3,26.5,2.0,8,39.0,1,813.0,0,4,34.0,9.026657889542886,6.659293919683638,4.060443010546419,2.3978952727983707,-inf,6.70196036600254,3.5553480614894135
390,12,164,4,4,-1.0,2,2,3,26.3,2.0,8,40.0,1,409.0,0,4,19.0,8.729235349659273,5.968707559985366,1.6094379124341003,1.6094379124341003,-inf,6.016157159698354,2.995732273553991
1188,0,217,51,16,-1.0,2,2,1,27.3,2.0,7,38.9,1,1244.0,0,4,56.0,8.47782846789396,7.080867896690782,3.9512437185814275,2.833213344056216,-inf,7.126890808898808,4.04305126783455
281,0,162,20,10,-1.0,0,0,2,23.3,2.0,3,22.0,1,396.0,0,4,115.0,11.161536525460733,5.641907070938114,3.044522437723423,2.3978952727983707,-inf,5.983936280687191,4.7535901911063645
749,8,61,4,4,-1.0,1,1,3,24.7,2.0,8,58.0,1,878.0,0,4,129.0,7.381501894506707,6.620073206530356,1.6094379124341003,1.6094379124341003,-inf,6.778784897685177,4.867534450455582
442,1,117,7,3,-1.0,0,0,1,14.8,2.0,3,88.0,1,465.0,1,4,23.0,7.365812837209472,6.093569770045136,2.0794415416798357,1.3862943611198906,-inf,6.144185634125646,3.1780538303479458
240,15,23,6,6,2.0,2,2,1,24.8,2.0,1,47.0,1,304.0,0,4,64.0,8.357259153499912,5.484796933490655,1.9459101490553132,1.9459101490553132,1.0986122886681098,5.720311776607412,4.174387269895637
1015,0,162,15,15,16.0,2,2,3,19.9,2.0,3,18.0,1,1049.0,0,4,34.0,8.74862232231722,6.923628628138427,2.772588722239781,2.772588722239781,2.833213344056216,6.956545443151569,3.5553480614894135
202,15,138,14,13,5.0,2,2,3,17.7,2.0,6,40.0,1,281.0,0,4,79.0,7.1204443723924875,5.313205979041787,2.70805020110221,2.6390573296152584,1.791759469228055,5.641907070938114,4.382026634673881
669,10,150,24,10,-1.0,2,2,4,18.6,-1.0,3,77.0,1,708.0,0,4,39.0,9.089414904047302,6.507277712385012,3.2188758248682006,2.3978952727983707,-inf,6.5638555265321274,3.6888794541139363
456,4,82,5,5,-1.0,2,2,1,18.7,2.0,8,98.0,1,578.0,1,4,122.0,7.186144304522325,6.124683390894205,1.791759469228055,1.791759469228055,-inf,6.361302477572996,4.812184355372417
305,1,1,14,14,2.0,2,2,1,20.0,2.0,8,19.0,1,421.0,0,4,116.0,7.494430215031565,5.723585101952381,2.70805020110221,2.70805020110221,1.0986122886681098,6.045005314036012,4.762173934797756
722,5,82,12,3,-1.0,2,2,1,24.6,6.5,7,14.0,1,797.0,0,4,75.0,7.796057974316123,6.583409222158765,2.5649493574615367,1.3862943611198906,-inf,6.682108597449809,4.330733340286331
705,12,75,30,10,-1.0,2,2,3,17.0,2.0,1,55.0,1,757.0,0,4,52.0,9.364691031806107,6.559615237493242,3.4339872044851463,2.3978952727983707,-inf,6.630683385642372,3.970291913552122
357,2,86,15,18,6.0,2,2,4,22.2,2.0,7,14.0,1,405.0,0,4,48.0,8.22121009392507,5.8805329864007,2.772588722239781,2.9444389791664403,1.9459101490553132,6.0063531596017325,3.8918202981106265
984,12,108,45,0,10.0,2,2,3,21.0,2.0,7,10.0,1,1051.0,0,4,67.0,8.999001866111735,6.892641641172089,3.828641396489095,0.0,2.3978952727983707,6.9584483932976555,4.219507705176107
322,4,27,17,3,-1.0,2,2,1,20.2,2.0,4,23.0,1,400.0,0,4,78.0,6.940222469119639,5.777652323222656,2.8903717578961645,1.3862943611198906,-inf,5.993961427306569,4.3694478524670215
460,10,62,4,1,-1.0,2,2,1,12.7,2.0,3,25.0,1,484.0,0,2,24.0,9.389239411968807,6.133398042996649,1.6094379124341003,0.6931471805599453,-inf,6.184148890937483,3.2188758248682006
385,1,204,2,2,-1.0,2,2,3,-4.2,2.0,4,43.0,1,481.0,0,2,96.0,7.989899374942939,5.955837369464831,1.0986122886681098,1.0986122886681098,-inf,6.1779441140506,4.574710978503383
985,3,12,10,8,-1.0,2,2,4,2.8,6.5,7,42.0,1,1012.0,1,2,27.0,7.506591780070841,6.893656354602635,2.3978952727983707,2.1972245773362196,-inf,6.920671504248683,3.332204510175204
652,3,44,26,8,-1.0,1,1,3,10.2,2.0,7,16.0,1,703.0,0,2,51.0,8.506132244056813,6.481577129276431,3.295836866004329,2.1972245773362196,-inf,6.556778356158042,3.9512437185814275
875,15,111,16,8,4.0,2,2,4,9.3,2.0,3,41.3,1,957.0,0,2,82.0,8.19229373114764,6.775366090936392,2.833213344056216,2.1972245773362196,1.6094379124341003,6.86484777797086,4.418840607796598
301,15,80,17,4,-1.0,2,2,1,6.1,2.0,3,35.0,1,361.0,0,2,60.0,8.058010800802085,5.71042701737487,2.8903717578961645,1.6094379124341003,-inf,5.8916442118257715,4.110873864173311
2091,16,55,20,20,-1.0,2,2,2,0.7,2.0,2,62.0,1,2169.0,0,2,78.0,9.230829038403499,7.645875825184813,3.044522437723423,3.044522437723423,-inf,7.682482446534506,4.3694478524670215
344,3,77,17,2,-1.0,2,2,1,11.4,6.5,3,25.0,1,402.0,0,2,58.0,8.458928283284262,5.84354441703136,2.8903717578961645,1.0986122886681098,-inf,5.998936561946683,4.07753744390572
862,10,150,15,15,10.0,2,2,3,5.7,2.0,7,26.0,1,929.0,0,2,67.0,8.225770799348734,6.760414691083428,2.772588722239781,2.772588722239781,2.3978952727983707,6.835184586147301,4.219507705176107
389,15,216,18,9,3.0,2,2,1,9.0,6.5,3,35.0,1,421.0,0,2,32.0,7.59488438721652,5.966146739123692,2.9444389791664403,2.302585092994046,1.3862943611198906,6.045005314036012,3.4965075614664802
478,12,21,9,9,4.0,0,0,1,10.5,-1.0,7,23.0,1,517.0,0,2,39.0,9.551160286590816,6.171700597410915,2.302585092994046,2.302585092994046,1.6094379124341003,6.249975242259483,3.6888794541139363
398,3,88,3,3,-1.0,1,1,1,12.5,2.0,8,26.0,1,456.0,0,2,58.0,8.75557997214314,5.988961416889864,1.3862943611198906,1.3862943611198906,-inf,6.124683390894205,4.07753744390572
680,16,155,16,16,6.0,2,2,2,4.0,2.0,3,72.0,1,708.0,0,2,28.0,8.355379895253634,6.523562306149512,2.833213344056216,2.833213344056216,1.9459101490553132,6.5638555265321274,3.367295829986474
1043,3,44,16,14,-1.0,2,2,1,-9.2,2.0,7,74.0,1,1089.0,1,2,46.0,0.0,6.950814768442584,2.833213344056216,2.70805020110221,-inf,6.993932975223189,3.8501476017100584
558,2,211,10,10,-1.0,2,2,1,10.1,-1.0,8,11.0,1,655.0,0,2,97.0,9.289705927356923,6.326149473155099,2.3978952727983707,2.3978952727983707,-inf,6.486160788944089,4.584967478670572
511,2,211,18,5,-1.0,2,2,1,2.0,2.0,3,46.0,1,555.0,1,2,44.0,9.12423767292277,6.238324625039508,2.9444389791664403,1.791759469228055,-inf,6.320768294250582,3.8066624897703196
807,0,203,18,20,8.0,2,2,3,3.1,2.0,3,13.0,1,850.0,0,2,43.0,11.309927619348976,6.694562058521095,2.9444389791664403,3.044522437723423,2.1972245773362196,6.7464121285733745,3.784189633918261
294,11,8,13,4,-1.0,2,2,1,4.3,2.0,3,93.0,1,333.0,1,2,39.0,8.725832056527565,5.68697535633982,2.6390573296152584,1.6094379124341003,-inf,5.811140992976701,3.6888794541139363
1012,10,82,12,8,-1.0,2,2,1,11.2,2.0,3,20.0,1,1054.0,0,2,42.0,9.025816391627028,6.920671504248683,2.5649493574615367,2.1972245773362196,-inf,6.961296045910167,3.7612001156935624
2620,1,159,8,9,-1.0,2,2,3,2.1,6.5,7,35.0,1,2719.0,0,2,99.0,8.979290649090876,7.8713112033234065,2.1972245773362196,2.302585092994046,-inf,7.908387159290043,4.605170185988092
568,16,193,21,8,-1.0,2,2,1,12.0,2.0,2,37.0,1,643.0,0,2,75.0,8.007034012193408,6.343880434126331,3.091042453358316,2.1972245773362196,-inf,6.467698726104354,4.330733340286331
296,8,53,3,3,-1.0,1,1,3,3.0,2.0,3,27.0,1,366.0,0,2,70.0,8.894944460956886,5.6937321388027,1.3862943611198906,1.3862943611198906,-inf,5.905361848054571,4.2626798770413155
215,5,56,3,1,-1.0,0,0,1,9.1,2.0,6,32.0,1,300.0,0,2,85.0,5.924255797414532,5.375278407684165,1.3862943611198906,0.6931471805599453,-inf,5.707110264748875,4.454347296253507
327,15,23,7,7,5.0,2,2,2,3.2,2.0,8,28.0,1,418.0,0,2,91.0,8.573951525234847,5.793013608384144,2.0794415416798357,2.0794415416798357,1.791759469228055,6.037870919922137,4.5217885770490405
350,0,67,13,7,3.0,2,2,1,1.8,6.5,7,18.0,1,381.0,0,2,31.0,9.644328147017548,5.860786223465865,2.6390573296152584,2.0794415416798357,1.3862943611198906,5.945420608606575,3.4657359027997265
666,0,4,11,8,-1.0,2,2,4,6.4,2.0,8,24.0,1,685.0,0,2,19.0,7.408530566894626,6.502790045915623,2.4849066497880004,2.1972245773362196,-inf,6.530877627725885,2.995732273553991
315,1,18,4,2,-1.0,2,2,3,-2.5,2.0,5,27.0,1,443.0,0,2,128.0,7.4949862339505335,5.755742213586912,1.6094379124341003,1.0986122886681098,-inf,6.095824562432225,4.859812404361672
422,1,123,4,4,-1.0,2,2,1,2.4,2.0,8,47.0,1,487.0,0,2,65.0,8.253488028345904,6.0473721790462776,1.6094379124341003,1.6094379124341003,-inf,6.1903154058531475,4.189654742026425
786,2,181,22,10,-1.0,2,2,3,-7.0,2.0,7,39.0,1,852.0,1,2,66.0,10.542600844603587,6.668228248417403,3.1354942159291497,2.3978952727983707,-inf,6.748759547491679,4.204692619390966
745,0,220,13,13,-1.0,2,2,1,2.7,2.0,5,29.0,1,802.0,0,2,57.0,8.933664178700935,6.61472560020376,2.6390573296152584,2.6390573296152584,-inf,6.688354713946762,4.060443010546419
392,16,31,5,5,-1.0,2,2,2,-1.6,-1.0,8,23.0,1,478.0,0,2,86.0,9.588023099071895,5.973809611869261,1.791759469228055,1.791759469228055,-inf,6.171700597410915,4.465908118654584
1194,3,12,29,5,5.0,0,0,1,-3.9,10.5,7,39.0,1,1273.0,0,2,79.0,7.728855823852543,7.085901464365611,3.4011973816621555,1.791759469228055,1.791759469228055,7.149916836132109,4.382026634673881
558,11,8,27,0,3.0,2,2,1,0.0,2.0,3,32.0,1,580.0,0,2,22.0,7.820840879907344,6.326149473155099,3.332204510175204,0.0,1.3862943611198906,6.364750756851911,3.1354942159291497
826,0,152,7,7,-1.0,2,2,3,-1.4,2.0,2,43.0,1,903.0,0,2,77.0,9.436918020024674,6.717804695023691,2.0794415416798357,2.0794415416798357,-inf,6.806829360392176,4.356708826689592
373,0,217,21,21,4.0,2,2,1,2.9,2.0,3,23.0,1,441.0,0,2,68.0,8.319473692442186,5.924255797414532,3.091042453358316,3.091042453358316,1.6094379124341003,6.091309882077698,4.23410650459726
563,1,29,5,5,-1.0,2,2,4,3.8,2.0,7,32.0,1,627.0,0,2,64.0,7.972121128921655,6.335054251498059,1.791759469228055,1.791759469228055,-inf,6.4425401664681985,4.174387269895637
397,12,124,6,1,-1.0,0,0,3,5.5,2.0,4,46.0,1,456.0,0,2,59.0,9.276221741089696,5.986452005284438,1.9459101490553132,0.6931471805599453,-inf,6.124683390894205,4.0943445622221
319,15,23,5,5,-1.0,2,2,1,3.7,2.0,7,25.0,1,410.0,0,2,91.0,8.856945756159021,5.768320995793772,1.791759469228055,1.791759469228055,-inf,6.018593214496234,4.5217885770490405
295,13,51,30,5,-1.0,2,2,3,-3.3,2.0,2,44.0,1,319.0,0,2,24.0,11.272584888827497,5.69035945432406,3.4339872044851463,1.791759469228055,-inf,5.768320995793772,3.2188758248682006
247,1,114,5,0,-1.0,1,1,3,-5.0,6.5,2,51.0,1,333.0,1,2,86.0,7.815207062189088,5.5134287461649825,1.791759469228055,0.0,-inf,5.811140992976701,4.465908118654584
489,1,17,3,3,-1.0,2,2,3,-2.7,2.0,4,60.0,1,563.0,0,2,74.0,7.2682230211595655,6.194405391104672,1.3862943611198906,1.3862943611198906,-inf,6.335054251498059,4.31748811353631
397,2,9,14,11,4.0,2,2,2,-2.2,2.0,8,46.0,1,527.0,1,2,130.0,9.931199991102664,5.986452005284438,2.70805020110221,2.4849066497880004,1.6094379124341003,6.269096283706261,4.875197323201151
1115,15,59,33,21,-1.0,2,2,1,-4.0,10.5,7,45.0,1,1357.0,1,2,242.0,9.15704507491796,7.017506142941256,3.5263605246161616,3.091042453358316,-inf,7.213768308118642,5.493061443340548
1145,2,119,21,4,-1.0,1,1,3,7.9,2.0,2,31.0,1,1145.0,0,2,0.0,9.392745258631441,7.044032897274685,3.091042453358316,1.6094379124341003,-inf,7.044032897274685,0.0
178,2,9,4,0,-1.0,2,2,3,7.0,2.0,4,50.0,1,275.0,0,2,97.0,8.061486866871327,5.187385805840755,1.6094379124341003,0.0,-inf,5.62040086571715,4.584967478670572
432,3,137,15,0,5.0,2,2,4,9.9,2.0,6,20.6,1,490.0,0,2,58.0,8.953510763007166,6.07073772800249,2.772588722239781,0.0,1.791759469228055,6.19644412779452,4.07753744390572
622,13,177,21,8,-1.0,2,2,4,14.7,2.0,7,41.0,1,651.0,0,4,29.0,8.86403999703599,6.434546518787453,3.091042453358316,2.1972245773362196,-inf,6.480044561926653,3.4011973816621555
373,1,159,5,2,-1.0,0,0,2,12.6,2.0,7,22.0,1,426.0,0,4,53.0,9.061840363657739,5.924255797414532,1.791759469228055,1.0986122886681098,-inf,6.056784013228625,3.9889840465642745
955,3,77,18,11,-1.0,2,2,1,18.7,-1.0,3,11.0,1,999.0,0,4,44.0,11.081742468856435,6.862757913051401,2.9444389791664403,2.4849066497880004,-inf,6.907755278982137,3.8066624897703196
232,5,82,3,2,-1.0,0,0,2,14.0,2.0,5,63.0,1,316.0,1,4,84.0,7.271703706887368,5.4510384535657,1.3862943611198906,1.0986122886681098,-inf,5.75890177387728,4.442651256490317
415,12,108,13,6,-1.0,2,2,3,16.6,-1.0,7,29.0,1,533.0,0,4,118.0,9.280798835624744,6.030685260261263,2.6390573296152584,1.9459101490553132,-inf,6.280395838960195,4.77912349311153
384,2,86,21,19,8.0,1,1,3,10.0,2.0,1,80.0,1,586.0,0,4,202.0,8.902183446335016,5.953243334287785,3.091042453358316,2.995732273553991,2.1972245773362196,6.375024819828097,5.313205979041787
656,1,205,35,9,2.0,2,2,1,20.2,2.0,3,40.0,1,776.0,0,4,120.0,9.893588720356881,6.48768401848461,3.58351893845611,2.302585092994046,1.0986122886681098,6.655440350367647,4.795790545596741
16221,1,128,16,4,-1.0,2,2,3,12.4,2.0,1,30.0,0,16221.0,0,4,0.0,0.0,9.69412362463029,2.833213344056216,1.6094379124341003,-inf,9.69412362463029,0.0
327,1,17,1,1,-1.0,2,2,1,21.4,2.0,8,18.0,1,415.0,0,4,88.0,7.374629015218945,5.793013608384144,0.6931471805599453,0.6931471805599453,-inf,6.030685260261263,4.48863636973214
275,8,174,5,1,-1.0,2,2,1,8.9,2.0,4,55.0,1,325.0,1,4,50.0,8.045908742270779,5.62040086571715,1.791759469228055,0.6931471805599453,-inf,5.786897381366708,3.9318256327243257
412,15,93,25,5,-1.0,2,2,4,23.0,2.0,3,36.0,1,572.0,0,4,160.0,7.664346632098617,6.023447592961033,3.258096538021482,1.791759469228055,-inf,6.35088571671474,5.081404364984463
912,15,92,23,16,8.0,2,2,1,18.2,6.5,1,45.0,1,976.0,0,4,64.0,10.03192474171143,6.816735880594968,3.1780538303479458,2.833213344056216,2.1972245773362196,6.884486652042782,4.174387269895637
674,1,128,18,13,4.0,1,1,1,11.7,2.0,8,28.0,1,788.0,0,4,114.0,8.731174900938061,6.51471269087253,2.9444389791664403,2.6390573296152584,1.6094379124341003,6.670766320845874,4.74493212836325
498,1,202,15,4,-1.0,2,2,1,8.6,6.5,2,45.0,1,577.0,0,2,79.0,7.845024417241484,6.212606095751519,2.772588722239781,1.6094379124341003,-inf,6.359573868672378,4.382026634673881
277,5,57,8,2,-1.0,0,0,3,-2.0,2.0,5,64.0,1,328.0,1,2,51.0,0.0,5.627621113690637,2.1972245773362196,1.0986122886681098,-inf,5.796057750765372,3.9512437185814275
338,0,221,23,18,2.0,2,2,1,-3.6,2.0,5,99.0,1,368.0,0,2,30.0,7.669028288589683,5.82600010738045,3.1780538303479458,2.9444389791664403,1.0986122886681098,5.910796644040527,3.4339872044851463
810,12,108,8,8,-1.0,2,2,1,9.0,2.0,2,70.0,1,890.0,1,4,80.0,9.299632479454944,6.698268054115413,2.1972245773362196,2.1972245773362196,-inf,6.792344427470809,4.394449154672439
1874,7,82,12,4,-1.0,1,1,2,13.1,2.0,3,25.0,1,2097.0,0,2,223.0,9.230339058482873,7.536363938404511,2.5649493574615367,1.6094379124341003,-inf,7.6487397889562425,5.4116460518550396
1471,16,55,23,23,-1.0,1,1,2,10.3,2.0,7,28.0,1,1563.0,0,2,92.0,8.685753832960154,7.294377299288821,3.1780538303479458,3.1780538303479458,-inf,7.355001921105257,4.532599493153256
769,1,50,8,8,-1.0,2,2,1,14.1,2.0,8,2.0,1,821.0,0,4,52.0,8.689632748355741,6.646390514847729,2.1972245773362196,2.1972245773362196,-inf,6.71174039505618,3.970291913552122
617,1,204,7,3,-1.0,2,2,1,11.6,2.0,8,27.0,1,682.0,0,2,65.0,3.091042453358316,6.42648845745769,2.0794415416798357,1.3862943611198906,-inf,6.52649485957079,4.189654742026425
832,12,22,25,6,-1.0,2,2,2,15.0,2.0,1,15.0,1,852.0,0,2,20.0,8.889721799278137,6.725033642166843,3.258096538021482,1.9459101490553132,-inf,6.748759547491679,3.044522437723423
465,3,112,3,3,-1.0,1,1,2,6.5,2.0,5,28.0,1,514.0,1,2,49.0,8.971067438732089,6.144185634125646,1.3862943611198906,1.3862943611198906,-inf,6.244166900663736,3.912023005428146
712,1,1,17,14,4.0,2,2,3,21.9,2.0,3,32.0,1,751.0,0,4,39.0,9.11690842718363,6.569481420414296,2.8903717578961645,2.70805020110221,1.6094379124341003,6.62273632394984,3.6888794541139363
650,1,29,15,10,4.0,1,1,1,4.0,2.0,2,41.0,1,749.0,0,2,99.0,7.910957382845589,6.478509642208569,2.772588722239781,2.3978952727983707,1.6094379124341003,6.620073206530356,4.605170185988092
3913,15,138,5,3,-1.0,1,1,3,10.7,2.0,1,41.0,0,3972.0,0,4,59.0,8.87458787627932,8.272315147956022,1.791759469228055,1.3862943611198906,-inf,8.287276755814599,4.0943445622221
557,1,64,5,3,3.0,2,2,1,22.0,2.0,3,39.0,1,599.0,0,4,42.0,7.336936913707618,6.324358962381311,1.791759469228055,1.3862943611198906,1.3862943611198906,6.396929655216146,3.7612001156935624
303,13,20,13,4,-1.0,2,2,1,21.3,-1.0,7,26.0,1,415.0,0,4,112.0,8.59489469908009,5.717027701406222,2.6390573296152584,1.6094379124341003,-inf,6.030685260261263,4.727387818712341
659,13,51,30,9,-1.0,2,2,3,20.4,2.0,5,23.0,1,684.0,0,4,25.0,9.158309963881798,6.492239835020471,3.4339872044851463,2.302585092994046,-inf,6.529418838262226,3.258096538021482
