WRINV_NO,FIRE_TYPE_NM,SMTPR_LCLSF_NM,SMTPR_SCLSF_NM,DTH_CNT,INJPSN_CNT,HNL_DAM_CNT,PRPT_DAM_AMT,DOW_NM,FRSTN_NM,CNTR_NM,RCPT_DT,DSPT_DT,GRNDS_ARVL_DT,BGNN_POTFR_DT,PRFECT_POTFR_DT,CBK_DT,DSPT_REQ_HR,FIRE_SUPESN_HR,CTPV_NM,SGG_NM,FRSTN_GRNDS_DSTNC,CNTR_GRNDS_DSTNC,LFDAU_GRNDS_DSTNC,IGTN_HTSRC_NM,IGTN_HTSRC_SCLSF_NM,IGTN_DMNT_LCLSF_NM,IGTN_DMNT_SCLSF_NM,FRST_IGOBJ_LCLSF_NM,FRST_IGOBJ_SCLSF_NM,IGTN_ISTR_LCLSF_NM,IGTN_ISTR_SCLSF_NM,CMBS_EXPOBJ_LCLSF_NM,CMBS_EXPOBJ_SCLSF_NM,FCLT_PLC_LCLSF_NM,FCLT_PLC_MCLSF_NM,FCLT_PLC_SCLSF_NM,SO_AREA,FIRE_INSRNC_OBLG_TRGT_YN,ARSON_MNG_TRGT_YN,MUB_YN,FND_FIRE_SE_NM,FND_IGTN_PSTN_NM,HR_UNIT_ARTMP,HR_UNIT_WSPD_INFO,WNDRCT_BRNG,HR_UNIT_HUM
190115233118040,임야,,,0,0,0,330,화,보성소방서,홍교119안전센터,20190115130547,20190115130855,20190115132610,20190115134910,20190115145510,20190115155210,1035,5340,전라남도,보성군,19,18,11.0,"담뱃불, 라이터불","담뱃불, 라이터불",부주의,담배꽁초,"종이,목재,건초등","풀, 나뭇잎",,,,,임야,산불,사유림,,N,N,N,사유림,산중턱,8.1,5~8 m/s,북서,48.0
190516193557731,임야,,,0,0,0,6600,목,평택소방서,안중119안전센터,20190516155033,20190516155226,20190516160853,20190516173019,20190516173019,20190516183322,987,4886,경기도,평택시,26,12,12.0,"담뱃불, 라이터불","담뱃불, 라이터불",부주의,담배꽁초,"종이,목재,건초등","풀, 나뭇잎",,,,,임야,산불,사유림,,N,N,N,사유림,산중턱,30.3,0~4 m/s,북서,26.0
190511162552574,임야,,,0,0,0,165,토,상주소방서,화서119안전센터,20190511130827,20190511130827,20190511132444,20190511133015,20190511135000,20190511160315,977,1516,경상북도,상주시,30,21,6.0,기타(발화원인),기타(발화원인),부주의,기타(부주의),"종이,목재,건초등","풀, 나뭇잎",,,,,임야,산불,사유림,,N,N,N,사유림,산중턱,26.8,0~4 m/s,남동,43.0
191205204817800,임야,,,0,0,0,1100,목,삼척소방서,도계119안전센터,20191205100940,20191205101049,20191205104054,20191205113000,20191205120633,20191205123725,1805,5139,강원특별자치도,삼척시,33,6,15.0,"담뱃불, 라이터불","담뱃불, 라이터불",부주의,담배꽁초,"종이,목재,건초등",건초,,,"종이,목재,건초등",건초,임야,산불,사유림,,N,N,N,사유림,산중턱,-3.9,0~4 m/s,남,28.0
190418124036203,임야,,,0,0,0,3,목,서부소방서,산남안전센터,20190418102856,20190418103002,20190418103500,20190418104500,20190418110000,20190418113000,298,1500,충청북도,청주시 흥덕구,5,5,0.0,"불꽃, 불티","불꽃, 불티",부주의,쓰레기 소각,"종이,목재,건초등","풀, 나뭇잎",,,,,임야,산불,사유림,,N,N,N,사유림,산아래,19.5,0~4 m/s,남서,45.0
190303040958764,임야,,,0,0,0,8800,토,,,20190302234009,20190302234100,20190302235725,20190303031639,20190303031639,20190303062148,985,11954,경기도,양주시,3,3,0.0,"불꽃, 불티","불꽃, 불티",부주의,담배꽁초,"종이,목재,건초등","풀, 나뭇잎",,,"종이,목재,건초등","기타(종이,목재,건초등)",임야,산불,사유림,,N,N,N,사유림,산정상,0.6,0~4 m/s,NONE,66.0
190218160355389,임야,,,0,0,0,884,월,완주소방서,고산119안전센터,20190218122050,20190218122110,20190218122909,20190218133009,20190218140009,20190218154309,479,5460,전북특별자치도,완주군,21,13,4.0,"불꽃, 불티","불꽃, 불티",부주의,기타(부주의),"종이,목재,건초등","기타(종이,목재,건초등)",,,기타,기타,임야,산불,사유림,,N,N,N,사유림,산아래,5.0,0~4 m/s,북서,40.0
190128183823493,임야,,,0,1,1,24860,월,기장소방서,일광119안전센터,20190128130549,20190128130633,20190128131723,20190128160419,20190128162046,20190128202039,650,11003,부산광역시,기장군,6,6,0.0,"불꽃, 불티","불꽃, 불티",부주의,"불씨,불꽃,화원방치","종이,목재,건초등","풀, 나뭇잎",,,"종이,목재,건초등","풀, 나뭇잎",임야,산불,사유림,,N,N,N,사유림,산중턱,9.6,0~4 m/s,북서,33.0
190519160601402,임야,,,0,0,0,330,일,강릉소방서,옥계119안전센터,20190519141712,20190519141712,20190519142655,20190519144947,20190519145210,20190519152656,583,1515,강원특별자치도,강릉시,12,10,0.0,"담뱃불, 라이터불","담뱃불, 라이터불",부주의,담배꽁초,"종이,목재,건초등","풀, 나뭇잎",,,,,임야,산불,사유림,,N,N,N,사유림,산아래,21.8,5~8 m/s,북서,63.0
190124112246236,임야,,,0,0,0,990,목,의성소방서,안계119안전센터,20190124061621,20190124061918,20190124064113,20190124072725,20190124074803,20190124094942,1315,4010,경상북도,의성군,38,19,8.0,"불꽃, 불티","불꽃, 불티",부주의,"불씨,불꽃,화원방치",쓰레기류,쓰레기,,,"종이,목재,건초등","풀, 나뭇잎",임야,산불,사유림,,N,N,N,사유림,산아래,-6.3,0~4 m/s,남동,80.0
190309143758206,임야,,,0,0,0,619,토,서부소방서,검암119안전센터,20190309125302,20190309125413,20190309130154,20190309130900,20190309131200,20190309141100,461,606,인천광역시,서구,4,2,0.0,"불꽃, 불티","불꽃, 불티",부주의,"논,임야태우기","종이,목재,건초등","풀, 나뭇잎",,,,,임야,산불,사유림,,N,N,N,사유림,산아래,10.8,0~4 m/s,서,12.0
190514122203235,임야,,,0,0,0,1980,화,포항북부소방서,흥해119안전센터,20190514092305,20190514092530,20190514093224,20190514093911,20190514100909,20190514104509,414,2205,경상북도,포항시 북구,23,14,3.0,미상(발화원인),미상(발화원인),미상,미상,미상,미상,,,,,임야,산불,사유림,,N,N,N,사유림,산중턱,18.7,0~4 m/s,동,72.0
190522184908362,임야,,,0,0,0,6006,수,여주소방서,월송119안전센터,20190522143942,20190522144042,20190522144801,20190522145401,20190522154201,20190522171001,439,3240,경기도,여주시,33,33,1.0,"담뱃불, 라이터불","담뱃불, 라이터불",부주의,담배꽁초,"종이,목재,건초등","풀, 나뭇잎",,,,,임야,산불,사유림,,N,N,N,사유림,산아래,22.0,9~12 m/s,서,25.0
190527074059929,임야,,,0,0,0,7084,일,안동소방서,도산119안전센터,20190526174605,20190526174740,20190526180944,20190527045010,20190527060000,20190527062900,1324,42616,경상북도,안동시,32,14,0.0,"담뱃불, 라이터불","담뱃불, 라이터불",부주의,기타(부주의),"종이,목재,건초등","풀, 나뭇잎",,,"종이,목재,건초등","풀, 나뭇잎",임야,산불,사유림,,N,N,N,사유림,산중턱,15.0,0~4 m/s,남,70.0
190320130830241,임야,,,0,0,0,172,수,상주소방서,서성119안전센터,20190320121224,20190320121310,20190320122037,20190320122321,20190320122521,20190320123421,447,284,경상북도,상주시,8,8,0.0,"담뱃불, 라이터불","담뱃불, 라이터불",부주의,쓰레기 소각,"종이,목재,건초등","풀, 나뭇잎",,,"종이,목재,건초등","풀, 나뭇잎",임야,산불,사유림,,N,N,N,사유림,평지,15.7,0~4 m/s,동,49.0
190406123921140,임야,,,0,0,0,4480,목,해남소방서,송지119안전센터,20190404212248,20190404212420,20190404214618,20190404230029,20190404234129,20190405011229,1318,6911,전라남도,해남군,33,26,9.0,작동기기,작동기기,전기적 요인,미확인단락,"종이,목재,건초등","풀, 나뭇잎",농업용장비,기타(농업용장비),"종이,목재,건초등",나무,임야,산불,사유림,,N,N,N,사유림,산아래,5.0,0~4 m/s,남,47.0
190523162553674,임야,,,0,0,0,0,목,정선소방서,임계119안전센터,20190523123020,20190523123109,20190523125126,20190523132029,20190523135029,20190523143129,1217,3543,강원특별자치도,정선군,33,15,0.0,"담뱃불, 라이터불","담뱃불, 라이터불",부주의,담배꽁초,"종이,목재,건초등","풀, 나뭇잎",,,,,임야,산불,사유림,,N,N,N,사유림,산정상,25.7,9~12 m/s,남서,20.0
190315170053544,임야,,,0,0,0,220,금,태안소방서,원북119안전센터,20190315142424,20190315142600,20190315143400,20190315145000,20190315153000,20190315155033,480,3360,충청남도,태안군,22,16,5.0,"불꽃, 불티","불꽃, 불티",부주의,쓰레기 소각,"종이,목재,건초등","풀, 나뭇잎",,,"종이,목재,건초등","풀, 나뭇잎",임야,산불,사유림,,N,N,N,사유림,산아래,8.7,5~8 m/s,남,83.0
190223155252250,임야,,,0,0,0,9900,토,포천소방서,소흘119안전센터,20190223115402,20190223115458,20190223121247,20190223125856,20190223132418,20190223140808,1069,4291,경기도,포천시,16,9,0.0,"불꽃, 불티","불꽃, 불티",부주의,"불씨,불꽃,화원방치","종이,목재,건초등","풀, 나뭇잎",,,"종이,목재,건초등","풀, 나뭇잎",임야,산불,사유림,,N,N,N,사유림,산아래,7.0,0~4 m/s,남서,43.0
190224160721678,임야,,,0,0,0,500,일,화성소방서,봉담119안전센터,20190224130854,20190224131054,20190224132152,20190224133252,20190224133452,20190224141452,658,780,경기도,화성시,9,4,8.0,미상(발화원인),미상(발화원인),미상,미상,"종이,목재,건초등",잔디,,,"종이,목재,건초등",나무,임야,산불,사유림,,N,N,N,사유림,미상,11.5,0~4 m/s,남서,30.0
190305022906923,임야,,,0,0,0,330,화,양평소방서,양서119안전센터,20190305002435,20190305002559,20190305003504,20190305003906,20190305005346,20190305011504,545,1122,경기도,양평군,10,10,12.0,"담뱃불, 라이터불","담뱃불, 라이터불",부주의,담배꽁초,"종이,목재,건초등","풀, 나뭇잎",,,,,임야,산불,사유림,,N,N,N,사유림,산아래,2.2,0~4 m/s,북동,74.7
190516201319211,임야,,,0,0,0,0,목,평창소방서,대관령119안전센터,20190516155559,20190516155711,20190516162131,20190516171510,20190516173500,20190516190817,1460,4409,강원특별자치도,평창군,55,6,0.0,"담뱃불, 라이터불","담뱃불, 라이터불",부주의,담배꽁초,"종이,목재,건초등","풀, 나뭇잎",,,"종이,목재,건초등","풀, 나뭇잎",임야,산불,국유림,,N,N,N,국유림,산중턱,23.0,0~4 m/s,동,46.0
190417171842386,임야,,,0,0,0,0,수,상주소방서,화서119안전센터,20190417144100,20190417144227,20190417145239,20190417145827,20190417150527,20190417162927,612,768,경상북도,상주시,30,11,0.0,작동기기,작동기기,전기적 요인,"누전,지락","종이,목재,건초등",건초,,,,,임야,산불,사유림,,N,N,N,사유림,산아래,21.7,0~4 m/s,북,17.0
190409162755086,임야,,,0,0,0,632,화,포천소방서,소흘119안전센터,20190409130830,20190409130939,20190409132735,20190409134046,20190409134046,20190409142633,1076,791,경기도,포천시,22,7,0.0,"불꽃, 불티","불꽃, 불티",부주의,기타(부주의),"종이,목재,건초등","풀, 나뭇잎",,,"종이,목재,건초등",나무,임야,산불,사유림,,N,N,N,사유림,산아래,13.6,0~4 m/s,남동,21.0
190401140126275,임야,,,0,0,0,275,월,,,20190401102902,20190401103011,20190401103951,20190401120142,20190401120142,20190401130344,580,4911,경기도,연천군,19,16,4.0,"불꽃, 불티","불꽃, 불티",부주의,기타(부주의),"종이,목재,건초등","풀, 나뭇잎",,,,,임야,산불,사유림,,N,N,N,사유림,산아래,6.5,0~4 m/s,남동,37.0
190404195555757,임야,,,0,0,0,1045,목,봉화소방서,춘양119안전센터,20190404123138,20190404123248,20190404132038,20190404194709,20190404194709,20190404194709,2870,23191,경상북도,봉화군,54,14,0.0,"담뱃불, 라이터불","담뱃불, 라이터불",부주의,기타(부주의),"종이,목재,건초등","풀, 나뭇잎",,,"종이,목재,건초등","목재, 합판",임야,산불,국유림,,N,N,N,국유림,산정상,15.6,0~4 m/s,서,15.0
190320110352025,임야,,,0,1,1,4752,화,문경소방서,가은119안전센터,20190319105827,20190319110012,20190319111309,20190319123557,20190319124157,20190319143857,777,5328,경상북도,문경시,35,5,0.0,"담뱃불, 라이터불","담뱃불, 라이터불",부주의,쓰레기 소각,"종이,목재,건초등",건초,,,,,임야,산불,사유림,,N,N,N,사유림,미상,14.1,0~4 m/s,남서,0.0
191221152455651,임야,,,0,0,0,158,토,옥천소방서,옥천119안전센터,20191221135056,20191221135152,20191221135648,20191221141248,20191221143048,20191221151248,296,2040,충청북도,옥천군,3,3,0.0,"불꽃, 불티","불꽃, 불티",부주의,기타(부주의),"종이,목재,건초등",잔디,,,,,임야,산불,사유림,,N,N,N,사유림,산아래,4.3,0~4 m/s,남동,49.0
190413174627058,임야,,,0,0,0,0,토,당진소방서,합덕119안전센터,20190413144927,20190413144927,20190413145404,20190413153921,20190413164700,20190413172621,277,6776,충청남도,당진시,11,11,5.0,"불꽃, 불티","불꽃, 불티",부주의,쓰레기 소각,쓰레기류,쓰레기,,,"종이,목재,건초등","풀, 나뭇잎",임야,산불,사유림,,N,N,N,사유림,산아래,18.1,NONE,남서,16.0
190510144902850,임야,,,0,0,0,3608,금,화성소방서,남양119안전센터,20190510105916,20190510110754,20190510111700,20190510120229,20190510121334,20190510125019,546,3394,경기도,화성시,18,2,0.0,미상(발화원인),미상(발화원인),미상,미상,"종이,목재,건초등",건초,,,,,임야,산불,사유림,,N,N,N,사유림,산아래,22.8,0~4 m/s,북서,42.0
190404012851205,임야,,,0,0,0,0,수,횡성소방서,횡성119안전센터,20190403142210,20190403142239,20190403142940,20190403151135,20190404160048,20190404185014,421,5468,강원특별자치도,횡성군,16,16,4.0,"불꽃, 불티","불꽃, 불티",부주의,"불씨,불꽃,화원방치","종이,목재,건초등","풀, 나뭇잎",,,,,임야,산불,사유림,,N,N,N,사유림,평지,12.3,5~8 m/s,남서,24.0
190326151934252,임야,,,0,0,0,0,화,태안소방서,태안119안전센터,20190326123615,20190326123750,20190326124414,20190326131201,20190326134501,20190326145301,384,3647,충청남도,태안군,5,5,0.0,"불꽃, 불티","불꽃, 불티",부주의,쓰레기 소각,쓰레기류,쓰레기,,,"종이,목재,건초등","풀, 나뭇잎",임야,산불,사유림,,N,N,N,사유림,산중턱,15.6,0~4 m/s,북서,21.0
190503013851547,임야,,,0,0,0,0,목,강릉소방서,포남119안전센터,20190502225736,20190502225820,20190502230359,20190502231028,20190502231057,20190503235757,339,418,강원특별자치도,강릉시,7,3,0.0,미상(발화원인),미상(발화원인),미상,미상,"종이,목재,건초등","풀, 나뭇잎",,,,,임야,산불,사유림,,N,N,N,사유림,산정상,20.1,0~4 m/s,남서,24.0
190515001959843,임야,,,0,0,0,1,화,단양소방서,단양119안전센터,20190514200821,20190514200910,20190514202856,20190514210530,20190514213017,20190514232017,1186,3681,충청북도,단양군,24,24,16.0,미상(발화원인),미상(발화원인),미상,미상,"종이,목재,건초등","풀, 나뭇잎",,,"종이,목재,건초등","풀, 나뭇잎",임야,산불,사유림,,N,N,N,사유림,산중턱,19.8,0~4 m/s,서,64.0
190516080136515,임야,,,0,0,0,1155,목,여주소방서,북내119안전센터,20190516044502,20190516044857,20190516045839,20190516051346,20190516053112,20190516064024,582,1953,경기도,여주시,10,11,6.0,"담뱃불, 라이터불","담뱃불, 라이터불",부주의,담배꽁초,"종이,목재,건초등","풀, 나뭇잎",,,"종이,목재,건초등","풀, 나뭇잎",임야,산불,사유림,,N,N,N,사유림,산아래,13.8,0~4 m/s,남,89.0
190413182014502,임야,,,0,0,0,0,토,도봉소방서,도봉119안전센터,20190413134448,20190413134608,20190413134947,20190413140600,20190413140600,20190413144000,219,973,서울특별시,도봉구,2,1,0.0,"담뱃불, 라이터불","담뱃불, 라이터불",방화의심,방화의심,"종이,목재,건초등",건초,,,"종이,목재,건초등","풀, 나뭇잎",임야,산불,사유림,,N,N,N,사유림,산아래,17.4,NONE,남서,17.0
190402155636357,임야,,,0,0,0,0,화,홍성소방서,구룡119안전센터,20190402094638,20190402094802,20190402095300,20190402100500,20190402102200,20190402104000,298,1740,충청남도,홍성군,2,2,0.0,"불꽃, 불티","불꽃, 불티",부주의,쓰레기 소각,"종이,목재,건초등","풀, 나뭇잎",,,"종이,목재,건초등","풀, 나뭇잎",임야,산불,사유림,,N,N,N,사유림,산아래,7.0,0~4 m/s,서,70.0
190522214628214,임야,,,0,0,0,1,수,,,20190522170525,20190522170601,20190522171000,20190522180056,20190522194556,20190522200056,239,9356,충청북도,충주시,24,22,2.0,"불꽃, 불티","불꽃, 불티",부주의,"용접, 절단, 연마","종이,목재,건초등","풀, 나뭇잎",,,"종이,목재,건초등","풀, 나뭇잎",임야,산불,사유림,,N,N,N,사유림,산중턱,23.0,0~4 m/s,동,39.0
190310134807252,임야,,,0,0,0,55,일,광주소방서,송정119안전센터,20190310115533,20190310115733,20190310120829,20190310121115,20190310121222,20190310124802,656,233,경기도,광주시,11,8,0.0,"불꽃, 불티","불꽃, 불티",부주의,쓰레기 소각,"종이,목재,건초등","풀, 나뭇잎",,,,,임야,산불,사유림,,N,N,N,사유림,산아래,12.0,0~4 m/s,북동,12.0
190302153758986,임야,,,0,0,0,115,토,괴산소방서,청천119안전센터,20190302132825,20190302133003,20190302133502,20190302140530,20190302141245,20190302152730,299,2263,충청북도,괴산군,16,9,5.0,"불꽃, 불티","불꽃, 불티",부주의,"논,임야태우기","종이,목재,건초등","풀, 나뭇잎",,,,,임야,산불,사유림,,N,N,N,사유림,산아래,13.4,0~4 m/s,동,0.0
190515200500807,임야,,,0,0,0,9029,수,영천소방서,금호119안전센터,20190515183416,20190515183504,20190515184507,20190515185236,20190515191536,20190515194936,603,1829,경상북도,영천시,7,7,0.0,"담뱃불, 라이터불","담뱃불, 라이터불",부주의,담배꽁초,"종이,목재,건초등",종이,,,"종이,목재,건초등",종이,임야,산불,사유림,,N,N,N,사유림,평지,25.4,0~4 m/s,남동,36.0
190506220022842,임야,,,0,0,0,0,월,홍천소방서,홍천119안전센터,20190506193023,20190506193109,20190506194325,20190506210700,20190506210700,20190506213814,736,5015,강원특별자치도,홍천군,15,15,5.0,"불꽃, 불티","불꽃, 불티",기타,기타,"종이,목재,건초등","풀, 나뭇잎",,,,,임야,산불,사유림,,N,N,N,사유림,산정상,16.4,0~4 m/s,남서,17.0
190326191926648,임야,,,0,1,1,1650,화,함양소방서,안의119안전센터,20190326163734,20190326163825,20190326164354,20190326170744,20190326173713,20190326180731,329,3199,경상남도,함양군,19,1,0.0,"담뱃불, 라이터불","담뱃불, 라이터불",부주의,담배꽁초,"종이,목재,건초등","풀, 나뭇잎",,,,,임야,산불,사유림,,N,N,N,사유림,산정상,17.3,0~4 m/s,북,0.0
190415201530506,임야,,,0,0,0,1265,월,안동소방서,용상119안전센터,20190415170707,20190415170707,20190415174231,20190415174943,20190415182745,20190415201107,2124,2714,경상북도,안동시,34,30,0.0,미상(발화원인),미상(발화원인),미상,미상,미상,미상,,,,,임야,산불,사유림,,N,N,N,사유림,산정상,19.5,0~4 m/s,북,31.0
190131194607211,임야,,,0,0,0,0,목,아산소방서,탕정119안전센터,20190131120014,20190131120121,20190131120520,20190131125525,20190131132025,20190131133525,239,4505,충청남도,아산시,7,9,4.0,기타(발화원인),기타(발화원인),기타,기타,기타,기타,,,,,임야,산불,사유림,,N,N,N,사유림,산아래,-1.4,0~4 m/s,북서,34.0
190309213151043,임야,,,0,0,0,330,토,포천소방서,가산119안전센터,20190309141258,20190309141426,20190309142218,20190309142648,20190309142954,20190309152846,472,456,경기도,포천시,8,1,0.0,"담뱃불, 라이터불","담뱃불, 라이터불",부주의,담배꽁초,"종이,목재,건초등","풀, 나뭇잎",,,"종이,목재,건초등","풀, 나뭇잎",임야,산불,사유림,,N,N,N,사유림,산중턱,10.6,0~4 m/s,북동,0.0
190302202904558,임야,,,0,0,0,0,토,청양소방서,정산119안전센터,20190302133522,20190302133759,20190302134250,20190302140000,20190302143000,20190302153000,291,2830,충청남도,청양군,27,8,3.0,"불꽃, 불티","불꽃, 불티",부주의,"논,임야태우기","종이,목재,건초등","풀, 나뭇잎",,,"종이,목재,건초등","풀, 나뭇잎",임야,산불,사유림,,N,N,N,사유림,평지,15.3,0~4 m/s,남서,28.0
190405231610038,임야,,,0,0,0,0,금,분당소방서,수내119안전센터,20190405210026,20190405210138,20190405210337,20190405211600,20190405215642,20190405221042,119,3185,경기도,성남시 분당구,4,1,0.0,"담뱃불, 라이터불","담뱃불, 라이터불",부주의,담배꽁초,"종이,목재,건초등","풀, 나뭇잎",,,,,임야,산불,공유림,,N,N,N,공유림,산중턱,10.0,0~4 m/s,남,0.0
190216170415053,임야,,,0,0,0,1100,토,합천소방서,삼가119안전센터,20190216133145,20190216133341,20190216134912,20190216143314,20190216151013,20190216161131,931,4861,경상남도,합천군,33,33,13.0,"불꽃, 불티","불꽃, 불티",부주의,"논,임야태우기","종이,목재,건초등","풀, 나뭇잎",,,"종이,목재,건초등","풀, 나뭇잎",임야,산불,사유림,,N,N,N,사유림,산아래,5.6,0~4 m/s,서,28.0
190404000617158,임야,,,0,0,0,1867,수,합천소방서,삼가119안전센터,20190403211412,20190403211733,20190403212743,20190403220555,20190403222650,20190403232034,610,3547,경상남도,합천군,16,16,10.0,미상(발화원인),미상(발화원인),미상,미상,합성수지,스티로폼,,,"종이,목재,건초등","풀, 나뭇잎",임야,산불,사유림,,N,N,N,사유림,산아래,9.4,0~4 m/s,서,23.0
190301144202807,임야,,,0,1,1,1375,금,홍천소방서,서석119안전센터,20190301123105,20190301123154,20190301123727,20190301141859,20190301141859,20190301141859,333,6092,강원특별자치도,홍천군,34,1,0.0,"담뱃불, 라이터불","담뱃불, 라이터불",부주의,담배꽁초,"종이,목재,건초등",잔디,,,"종이,목재,건초등",건초,임야,산불,사유림,,N,N,N,사유림,평지,9.3,0~4 m/s,남서,37.0
190307165723820,임야,,,0,0,0,495,목,부여소방서,사비119안전센터,20190307143036,20190307143243,20190307144130,20190307150210,20190307153212,20190307163022,527,3042,충청남도,부여군,12,8,0.0,"불꽃, 불티","불꽃, 불티",부주의,"논,임야태우기","종이,목재,건초등",건초,,,"종이,목재,건초등",나무,임야,산불,사유림,,N,N,N,사유림,산아래,11.7,0~4 m/s,북서,39.0
190303155346663,임야,,,0,1,1,440,일,가평소방서,수난구조대,20190303123850,20190303124017,20190303125913,20190303130557,20190303135110,20190303145110,1136,3117,경기도,가평군,17,6,0.0,"불꽃, 불티","불꽃, 불티",부주의,"불씨,불꽃,화원방치","종이,목재,건초등",건초,,,기타,기타,임야,산불,사유림,,N,N,N,사유림,산아래,12.5,0~4 m/s,남,34.0
190324144922487,임야,,,0,0,0,0,일,구리소방서,인창119안전센터,20190324104521,20190324104721,20190324105522,20190324110722,20190324113122,20190324121222,481,2160,경기도,구리시,3,3,0.0,작동기기,작동기기,전기적 요인,절연열화에 의한 단락,"전기,전자",전선피복,,,"종이,목재,건초등","풀, 나뭇잎",임야,산불,공유림,,N,N,N,공유림,산중턱,5.1,0~4 m/s,남동,35.0
190519004506137,임야,전기,380/220V이상 상용전원,0,0,0,880,토,,,20190518220020,20190518220120,20190518221319,20190518224519,20190518230219,20190519001619,719,2940,경기도,가평군,17,17,7.0,작동기기,작동기기,기계적 요인,"과열, 과부하","종이,목재,건초등",나무,생활기기,기타(생활기기),"종이,목재,건초등",나무,임야,산불,사유림,,N,N,N,사유림,산아래,18.1,0~4 m/s,북동,85.0
190505060714214,임야,,,0,0,0,0,일,춘천소방서,대룡119안전센터,20190505032041,20190505032200,20190505032657,20190505044516,20190505044516,20190505064016,297,4699,강원특별자치도,춘천시,6,5,0.0,"담뱃불, 라이터불","담뱃불, 라이터불",부주의,담배꽁초,"종이,목재,건초등",건초,,,"종이,목재,건초등",건초,임야,산불,사유림,,N,N,N,사유림,산정상,12.9,0~4 m/s,북서,78.0
190408103506578,임야,,,0,0,0,360,토,정읍소방서,시기119안전센터,20190406224800,20190406224934,20190406225430,20190406231145,20190406232510,20190407005930,296,1840,전북특별자치도,정읍시,17,6,10.0,미상(발화원인),미상(발화원인),미상,미상,미상,미상,미상,미상,"종이,목재,건초등","풀, 나뭇잎",임야,산불,사유림,,N,N,N,사유림,산중턱,13.3,0~4 m/s,북동,63.0
190213163822919,임야,,,0,0,0,1710,수,여주소방서,가남119안전센터,20190213142321,20190213142422,20190213143631,20190213151522,20190213153935,20190213160530,729,3784,경기도,여주시,6,11,2.0,"불꽃, 불티","불꽃, 불티",부주의,"논,임야태우기","종이,목재,건초등","풀, 나뭇잎",,,"종이,목재,건초등","풀, 나뭇잎",임야,산불,공유림,,N,N,N,공유림,산아래,2.3,0~4 m/s,북서,24.0
190329173700695,임야,,,0,0,0,0,금,당진소방서,합덕119안전센터,20190329120203,20190329120433,20190329120900,20190329125100,20190329151000,20190329154000,267,10860,충청남도,당진시,14,6,3.0,"불꽃, 불티","불꽃, 불티",부주의,"논,임야태우기","종이,목재,건초등",건초,,,"종이,목재,건초등",건초,임야,산불,사유림,,N,N,N,사유림,산아래,13.6,0~4 m/s,북서,33.0
190406205730660,임야,,,0,0,0,2580,토,전주완산소방서,효자119안전센터,20190406172813,20190406172912,20190406173405,20190406174822,20190406175935,20190406182456,293,1530,전북특별자치도,전주시 완산구,2,2,0.0,"담뱃불, 라이터불","담뱃불, 라이터불",부주의,담배꽁초,"종이,목재,건초등","풀, 나뭇잎",,,"종이,목재,건초등",나무,임야,산불,사유림,,N,N,N,사유림,산아래,20.5,0~4 m/s,서,29.0
190708140511814,임야,,,0,1,1,0,월,원주소방서,신림119안전센터,20190708093855,20190708094029,20190708095321,20190708103617,20190708105600,20190708152437,772,3759,강원특별자치도,원주시,30,6,0.0,"담뱃불, 라이터불","담뱃불, 라이터불",부주의,담배꽁초,"종이,목재,건초등",건초,,,"종이,목재,건초등",건초,임야,산불,사유림,,N,N,N,사유림,미상,20.6,0~4 m/s,남,0.0
190130173711807,임야,,,0,0,0,1221,수,화순소방서,동복119안전센터,20190130133809,20190130133831,20190130134325,20190130142053,20190130182053,20190130183012,294,16648,전라남도,화순군,24,2,0.0,"불꽃, 불티","불꽃, 불티",부주의,"불씨,불꽃,화원방치","종이,목재,건초등","풀, 나뭇잎",,,"종이,목재,건초등","풀, 나뭇잎",임야,산불,사유림,,N,N,N,사유림,산아래,9.4,0~4 m/s,북서,19.0
190405164917574,임야,,,0,0,0,2695,금,고양소방서,원당119안전센터,20190405141228,20190405141328,20190405141959,20190405151659,20190405161659,20190405183059,391,7020,경기도,고양시 덕양구,6,6,2.0,"불꽃, 불티","불꽃, 불티",부주의,쓰레기 소각,쓰레기류,쓰레기,,,,,임야,산불,사유림,,N,N,N,사유림,평지,16.0,5~8 m/s,서,23.0
190419191113196,임야,,,0,0,0,0,금,분당소방서,서현119안전센터,20190419182039,20190419182121,20190419183102,20190419183154,20190419183225,20190419185158,581,83,경기도,성남시 분당구,1,1,0.0,"담뱃불, 라이터불","담뱃불, 라이터불",부주의,담배꽁초,"종이,목재,건초등","풀, 나뭇잎",,,,,임야,산불,공유림,,N,N,N,공유림,산아래,17.0,0~4 m/s,북동,48.0
190327192002905,임야,,,0,0,0,836,수,부안소방서,부안119안전센터,20190327153635,20190327153814,20190327155543,20190327162631,20190327163531,20190327164631,1049,2388,전북특별자치도,부안군,11,11,0.0,"불꽃, 불티","불꽃, 불티",부주의,쓰레기 소각,"종이,목재,건초등",잔디,,,"종이,목재,건초등",잔디,임야,산불,사유림,,N,N,N,사유림,산아래,19.1,5~8 m/s,남,32.0
