WRINV_NO,FIRE_TYPE_NM,SMTPR_LCLSF_NM,SMTPR_SCLSF_NM,DTH_CNT,INJPSN_CNT,HNL_DAM_CNT,PRPT_DAM_AMT,DOW_NM,FRSTN_NM,CNTR_NM,RCPT_DT,DSPT_DT,GRNDS_ARVL_DT,BGNN_POTFR_DT,PRFECT_POTFR_DT,CBK_DT,DSPT_REQ_HR,FIRE_SUPESN_HR,CTPV_NM,SGG_NM,FRSTN_GRNDS_DSTNC,CNTR_GRNDS_DSTNC,LFDAU_GRNDS_DSTNC,IGTN_HTSRC_NM,IGTN_HTSRC_SCLSF_NM,IGTN_DMNT_LCLSF_NM,IGTN_DMNT_SCLSF_NM,FRST_IGOBJ_LCLSF_NM,FRST_IGOBJ_SCLSF_NM,IGTN_ISTR_LCLSF_NM,IGTN_ISTR_SCLSF_NM,CMBS_EXPOBJ_LCLSF_NM,CMBS_EXPOBJ_SCLSF_NM,FCLT_PLC_LCLSF_NM,FCLT_PLC_MCLSF_NM,FCLT_PLC_SCLSF_NM,SO_AREA,FIRE_INSRNC_OBLG_TRGT_YN,ARSON_MNG_TRGT_YN,MUB_YN,FND_FIRE_SE_NM,FND_IGTN_PSTN_NM,HR_UNIT_ARTMP,HR_UNIT_WSPD_INFO,WNDRCT_BRNG,HR_UNIT_HUM
200405020847807,임야,,,0,0,0,11,토,,,20200404204243,20200404204324,20200404205354,20200404212237,20200404213025,20200404225229,630,2191,경기도,가평군,23,7,0.0,"불꽃, 불티","불꽃, 불티",부주의,"불씨,불꽃,화원방치","종이,목재,건초등",건초,,,,,임야,산불,사유림,,N,N,N,사유림,산아래,8.4,0~4 m/s,남동,6.0
200330082007732,임야,,,0,0,0,75,일,동두천소방서,불현119안전센터,20200329235721,20200329235754,20200330000927,20200330001703,20200330002553,20200330013352,693,986,경기도,동두천시,8,8,4.0,"담뱃불, 라이터불","담뱃불, 라이터불",부주의,담배꽁초,"종이,목재,건초등","풀, 나뭇잎",,,"종이,목재,건초등","풀, 나뭇잎",임야,산불,사유림,,N,N,N,사유림,산정상,5.5,5~8 m/s,북동,48.0
200416184339637,임야,,,0,0,0,6600,목,시흥소방서,연성119안전센터,20200416152203,20200416154145,20200416155505,20200416162431,20200416163316,20200416180231,800,2291,경기도,시흥시,16,8,0.0,"담뱃불, 라이터불","담뱃불, 라이터불",부주의,담배꽁초,"종이,목재,건초등","풀, 나뭇잎",,,"종이,목재,건초등","풀, 나뭇잎",임야,산불,공유림,,N,N,N,공유림,산중턱,21.0,0~4 m/s,북서,23.0
200321143655987,임야,,,0,0,0,165,토,양평소방서,용문119안전센터,20200321132418,20200321132534,20200321134148,20200321135137,20200321140417,20200321144145,974,1349,경기도,양평군,15,5,0.0,"불꽃, 불티","불꽃, 불티",부주의,"불씨,불꽃,화원방치","종이,목재,건초등",건초,,,"종이,목재,건초등",건초,임야,산불,사유림,,N,N,N,사유림,산아래,15.8,5~8 m/s,남동,49.0
200404230116845,임야,가스,부탄가스,0,0,0,201,토,파주소방서,적성119안전센터,20200404124021,20200404124100,20200404125941,20200404134020,20200404134020,20200404135617,1121,2439,경기도,파주시,12,21,0.0,"담뱃불, 라이터불","담뱃불, 라이터불",부주의,쓰레기 소각,"종이,목재,건초등",건초,기타,기타,"종이,목재,건초등",건초,임야,산불,사유림,,N,N,N,사유림,산아래,12.4,0~4 m/s,북,22.0
200330210416467,임야,,,0,0,0,99,월,고양소방서,원당119안전센터,20200330193707,20200330193838,20200330194437,20200330200148,20200330200310,20200330203749,359,1113,경기도,고양시 덕양구,6,6,2.0,"담뱃불, 라이터불","담뱃불, 라이터불",부주의,쓰레기 소각,"종이,목재,건초등",건초,,,"종이,목재,건초등",건초,임야,산불,사유림,,N,N,N,사유림,산아래,9.1,0~4 m/s,남,41.0
200329195726075,임야,,,0,0,0,11,일,,,20200329155114,20200329155339,20200329160220,20200329163714,20200329164945,20200329181548,521,2845,경기도,가평군,16,13,3.0,"불꽃, 불티","불꽃, 불티",부주의,"논,임야태우기","종이,목재,건초등",건초,,,"종이,목재,건초등",건초,임야,산불,사유림,,N,N,N,사유림,산아래,15.7,0~4 m/s,남,23.0
200403190915356,임야,,,0,0,0,1292,금,여주소방서,북내119안전센터,20200403171930,20200403172036,20200403173117,20200403173744,20200403174635,20200403181237,641,918,경기도,여주시,6,4,0.0,"담뱃불, 라이터불","담뱃불, 라이터불",부주의,쓰레기 소각,쓰레기류,쓰레기,,,"종이,목재,건초등","풀, 나뭇잎",임야,산불,사유림,,N,N,N,사유림,산아래,14.7,0~4 m/s,북동,19.0
200327194822735,임야,,,0,0,0,5500,금,,,20200327153738,20200327154049,20200327161340,20200327190026,20200327190026,20200327193543,1971,10006,경기도,연천군,26,21,11.0,"불꽃, 불티","불꽃, 불티",기타,기타,"종이,목재,건초등","풀, 나뭇잎",,,"종이,목재,건초등","풀, 나뭇잎",임야,산불,국유림,,N,N,N,국유림,산중턱,15.1,NONE,서,0.0
200326164004715,임야,,,0,0,0,2332,목,남양주소방서,화도119안전센터,20200326104616,20200326105150,20200326110250,20200326114125,20200326115636,20200326135459,660,3226,경기도,남양주시,8,2,0.0,"불꽃, 불티","불꽃, 불티",부주의,쓰레기 소각,"종이,목재,건초등","풀, 나뭇잎",,,,,임야,산불,사유림,,N,N,N,사유림,평지,18.4,0~4 m/s,북서,33.0
200330201852208,임야,,,0,0,0,24,월,양주소방서,장흥119안전센터,20200330150227,20200330150344,20200330151637,20200330152038,20200330152435,20200330161747,773,478,경기도,양주시,14,5,0.0,"불꽃, 불티","불꽃, 불티",부주의,쓰레기 소각,"종이,목재,건초등","풀, 나뭇잎",,,,,임야,산불,사유림,,N,N,N,사유림,평지,16.5,5~8 m/s,남서,20.0
200323190618732,임야,,,0,0,0,1760,월,양평소방서,용문119안전센터,20200323131401,20200323131638,20200323133701,20200323141659,20200323152059,20200323162659,1223,6238,경기도,양평군,37,31,5.0,미상(발화원인),미상(발화원인),미상,미상,"종이,목재,건초등","풀, 나뭇잎",,,"종이,목재,건초등",나무,임야,산불,국유림,,N,N,N,국유림,산중턱,17.5,5~8 m/s,북동,26.0
200409195353947,임야,,,0,0,0,10767,목,여주소방서,가남119안전센터,20200409161054,20200409161159,20200409163032,20200409171714,20200409175154,20200409184127,1113,4882,경기도,여주시,17,18,5.0,"불꽃, 불티","불꽃, 불티",부주의,기타(부주의),"종이,목재,건초등","풀, 나뭇잎",,,"종이,목재,건초등","풀, 나뭇잎",임야,산불,사유림,,N,N,N,사유림,산아래,15.6,0~4 m/s,서,22.0
200408152946604,임야,,,0,0,0,0,수,의왕소방서,백운119안전센터,20200408125630,20200408125730,20200408130531,20200408131931,20200408132131,20200408150031,481,960,경기도,의왕시,5,2,0.0,"불꽃, 불티","불꽃, 불티",부주의,담배꽁초,"종이,목재,건초등","풀, 나뭇잎",,,,,임야,산불,사유림,,N,N,N,사유림,산중턱,14.1,0~4 m/s,북동,15.0
200404200257338,임야,,,0,0,0,361,토,의왕소방서,고천119안전센터,20200404150634,20200404150734,20200404151309,20200404154909,20200404161409,20200404184909,335,3660,경기도,의왕시,2,2,0.0,작동기기,작동기기,부주의,"용접, 절단, 연마","종이,목재,건초등","풀, 나뭇잎",,,,,임야,산불,사유림,,N,N,N,사유림,산아래,13.9,0~4 m/s,남동,30.0
200324181044424,임야,,,0,0,0,15400,화,화성소방서,남양119안전센터,20200324144200,20200324144307,20200324145355,20200324161512,20200324165212,20200324165223,648,7097,경기도,화성시,34,13,6.0,"담뱃불, 라이터불","담뱃불, 라이터불",부주의,담배꽁초,"종이,목재,건초등",건초,,,"종이,목재,건초등",나무,임야,산불,사유림,,N,N,N,사유림,산아래,15.1,NONE,서,31.0
200402170903031,임야,,,0,0,0,440,목,여주소방서,가남119안전센터,20200402150658,20200402150834,20200402151612,20200402152000,20200402154300,20200402162800,458,1608,경기도,여주시,12,2,0.0,"담뱃불, 라이터불","담뱃불, 라이터불",부주의,담배꽁초,"종이,목재,건초등","풀, 나뭇잎",,,"종이,목재,건초등","풀, 나뭇잎",임야,산불,사유림,,N,N,N,사유림,산아래,16.5,0~4 m/s,남서,23.0
200323165219815,임야,,,0,0,0,4400,월,용인소방서,이동119안전센터,20200323132832,20200323132928,20200323133538,20200323135602,20200323141808,20200323155842,370,2550,경기도,용인시 처인구,8,1,0.0,"담뱃불, 라이터불","담뱃불, 라이터불",부주의,담배꽁초,"종이,목재,건초등",건초,,,"종이,목재,건초등",건초,임야,산불,공유림,,N,N,N,공유림,산아래,16.8,5~8 m/s,남서,29.0
200325162139331,임야,,,0,0,0,310,수,포천소방서,가산119안전센터,20200325144243,20200325144325,20200325145030,20200325145856,20200325150051,20200325153225,425,621,경기도,포천시,9,2,0.0,"불꽃, 불티","불꽃, 불티",부주의,"논,임야태우기","종이,목재,건초등","풀, 나뭇잎",,,"종이,목재,건초등","풀, 나뭇잎",임야,산불,사유림,,N,N,N,사유림,산아래,17.2,0~4 m/s,북서,0.0
200329123253575,임야,,,0,1,1,2472,일,고양소방서,행신119안전센터,20200329102712,20200329102802,20200329103054,20200329104116,20200329104430,20200329120258,172,816,경기도,고양시 덕양구,8,0,0.0,"담뱃불, 라이터불","담뱃불, 라이터불",부주의,"논,임야태우기","종이,목재,건초등",잔디,,,"종이,목재,건초등","풀, 나뭇잎",임야,산불,사유림,,N,N,N,사유림,산중턱,12.5,0~4 m/s,남,30.0
200324142724524,임야,유류,경유,0,0,0,330,화,파주소방서,적성119안전센터,20200324102340,20200324102459,20200324103720,20200324120714,20200324122420,20200324135739,741,6420,경기도,파주시,18,10,0.0,"마찰, 전도, 복사","마찰, 전도, 복사",부주의,기타(부주의),"종이,목재,건초등","풀, 나뭇잎","차량, 선박부품",배기관,"종이,목재,건초등","풀, 나뭇잎",임야,산불,국유림,,N,N,N,국유림,평지,12.4,0~4 m/s,서,73.0
200322153208841,임야,,,0,0,0,1112,일,여주소방서,북내119안전센터,20200322113824,20200322113927,20200322115458,20200322122822,20200322122822,20200322132226,931,2004,경기도,여주시,11,9,1.0,"불꽃, 불티","불꽃, 불티",부주의,기타(부주의),"종이,목재,건초등","풀, 나뭇잎",,,"종이,목재,건초등","풀, 나뭇잎",임야,산불,사유림,,N,N,N,사유림,산아래,17.5,0~4 m/s,북동,17.0
200322213823218,임야,,,0,0,0,2640,일,이천소방서,관고119안전센터,20200322192002,20200322192102,20200322192901,20200322201501,20200322201501,20200322211001,479,2760,경기도,이천시,16,16,1.0,"담뱃불, 라이터불","담뱃불, 라이터불",부주의,담배꽁초,"종이,목재,건초등","풀, 나뭇잎",,,,,임야,산불,사유림,,N,N,N,사유림,산아래,13.1,0~4 m/s,북서,23.0
200324185736411,임야,,,0,0,0,165,화,화성소방서,정남119안전센터,20200324123949,20200324124041,20200324124925,20200324135030,20200324140850,20200324142916,524,4765,경기도,화성시,11,4,0.0,"불꽃, 불티","불꽃, 불티",기타,기타,"종이,목재,건초등","풀, 나뭇잎",,,,,임야,산불,사유림,,N,N,N,사유림,산정상,16.3,0~4 m/s,남,29.0
200318174003987,임야,,,0,0,0,176,수,파주소방서,금촌119안전센터,20200318160246,20200318160409,20200318160952,20200318162523,20200318163323,20200318171323,343,1411,경기도,파주시,10,1,0.0,"담뱃불, 라이터불","담뱃불, 라이터불",부주의,담배꽁초,"종이,목재,건초등","풀, 나뭇잎",,,,,임야,산불,국유림,,N,N,N,국유림,산아래,16.4,9~12 m/s,남서,31.0
200323132959448,임야,,,0,0,0,1166,월,광주소방서,곤지암119안전센터,20200323111249,20200323111412,20200323111928,20200323121105,20200323121105,20200323130247,316,3097,경기도,광주시,15,9,0.0,"담뱃불, 라이터불","담뱃불, 라이터불",부주의,담배꽁초,"종이,목재,건초등","풀, 나뭇잎",,,"종이,목재,건초등","풀, 나뭇잎",임야,산불,사유림,,N,N,N,사유림,산아래,12.0,0~4 m/s,북,40.0
200402184753013,임야,,,0,0,0,3960,목,파주소방서,법원119안전센터,20200402145600,20200402145709,20200402151348,20200402163524,20200402163524,20200402180000,999,4896,경기도,파주시,9,5,0.0,"담뱃불, 라이터불","담뱃불, 라이터불",부주의,담배꽁초,"종이,목재,건초등","기타(종이,목재,건초등)",,,"종이,목재,건초등","풀, 나뭇잎",임야,산불,사유림,,N,N,N,사유림,산아래,15.5,NONE,남서,28.0
200316110637434,임야,,,0,0,0,1980,월,안양소방서,안양119안전센터,20200316080737,20200316081120,20200316081302,20200316094952,20200316094952,20200316104231,102,5810,경기도,안양시 만안구,7,2,0.0,"담뱃불, 라이터불","담뱃불, 라이터불",부주의,담배꽁초,"종이,목재,건초등","풀, 나뭇잎",,,,,임야,산불,사유림,,N,N,N,사유림,산중턱,5.4,5~8 m/s,서,38.0
200325162421755,임야,,,0,0,0,1320,수,여주소방서,가남119안전센터,20200325142702,20200325142947,20200325144818,20200325150035,20200325151155,20200325154616,1111,1417,경기도,여주시,11,18,5.0,"담뱃불, 라이터불","담뱃불, 라이터불",부주의,"논,임야태우기","종이,목재,건초등","풀, 나뭇잎",,,"종이,목재,건초등","풀, 나뭇잎",임야,산불,국유림,,N,N,N,국유림,산아래,21.2,0~4 m/s,북서,22.0
200325164748670,임야,,,0,0,0,660,수,여주소방서,가남119안전센터,20200325142359,20200325142533,20200325143056,20200325145124,20200325150132,20200325161824,323,1836,경기도,여주시,12,2,0.0,"담뱃불, 라이터불","담뱃불, 라이터불",부주의,담배꽁초,"종이,목재,건초등","풀, 나뭇잎",,,,,임야,산불,사유림,,N,N,N,사유림,산아래,21.0,0~4 m/s,서,24.0
200413193759488,임야,,,0,0,0,258884,월,,,20200413153658,20200413153658,20200413161144,20200413181530,20200413183530,20200414163545,2086,8626,경기도,연천군,22,18,9.0,미상(발화원인),미상(발화원인),미상,미상,미상,미상,미상,미상,"종이,목재,건초등","풀, 나뭇잎",임야,산불,사유림,,N,N,N,사유림,산아래,19.2,0~4 m/s,동,0.0
200414193229374,임야,,,0,0,0,99000,화,수원소방서,정자119안전센터,20200414140611,20200414140922,20200414141656,20200414172001,20200414174348,20200414184646,454,12412,경기도,수원시 장안구,3,3,0.0,미상(발화원인),미상(발화원인),미상,미상,"종이,목재,건초등","풀, 나뭇잎",,,"종이,목재,건초등",나무,임야,산불,국유림,,N,N,N,국유림,산중턱,18.5,5~8 m/s,서,41.0
200328211447276,임야,,,0,0,0,0,토,안양소방서,관양119안전센터,20200328170632,20200328170719,20200328172137,20200328181148,20200328182353,20200328202017,858,3736,경기도,안양시 동안구,9,8,0.0,"담뱃불, 라이터불","담뱃불, 라이터불",부주의,담배꽁초,"종이,목재,건초등","풀, 나뭇잎",,,"종이,목재,건초등",나무,임야,산불,국유림,,N,N,N,국유림,산중턱,11.6,0~4 m/s,북서,14.0
200407155907601,임야,가스,부탄가스,0,0,0,704,화,파주소방서,광탄119안전센터,20200407140137,20200407140211,20200407141517,20200407143225,20200407143712,20200407150540,786,1315,경기도,파주시,23,6,0.0,"담뱃불, 라이터불","담뱃불, 라이터불",부주의,쓰레기 소각,"종이,목재,건초등",건초,기타,기타,"종이,목재,건초등",건초,임야,산불,사유림,,N,N,N,사유림,산아래,16.1,0~4 m/s,남서,50.0
200324182109780,임야,,,0,0,0,49,화,광주소방서,초월119안전센터,20200324172145,20200324172240,20200324172759,20200324173814,20200324173814,20200324175235,319,615,경기도,광주시,3,3,0.0,"담뱃불, 라이터불","담뱃불, 라이터불",부주의,기타(부주의),"종이,목재,건초등","풀, 나뭇잎",,,,,임야,산불,국유림,,N,N,N,국유림,산아래,18.0,0~4 m/s,북,20.0
200330172743836,임야,,,0,0,0,31523,월,양평소방서,양평수난구조대,20200330140934,20200330141009,20200330143556,20200330161810,20200330163901,20200330230756,1547,7385,경기도,양평군,34,8,14.0,"불꽃, 불티","불꽃, 불티",부주의,"불씨,불꽃,화원방치","종이,목재,건초등","목재, 합판",,,"종이,목재,건초등","기타(종이,목재,건초등)",임야,산불,사유림,,N,N,N,사유림,평지,16.3,0~4 m/s,북서,26.0
200401182349854,임야,,,0,0,0,4400,수,용인소방서,모현119안전센터,20200401153440,20200401153658,20200401154327,20200401164720,20200401165845,20200401175031,389,4518,경기도,용인시 처인구,16,2,0.0,"담뱃불, 라이터불","담뱃불, 라이터불",부주의,담배꽁초,"종이,목재,건초등",건초,,,"종이,목재,건초등",건초,임야,산불,사유림,,N,N,N,사유림,산중턱,16.6,5~8 m/s,서,32.0
200328191259135,임야,,,0,0,0,55,토,오산소방서,세교119안전센터,20200328151123,20200328151314,20200328153440,20200328155505,20200328160611,20200328162902,1286,1891,경기도,오산시,5,5,0.0,"담뱃불, 라이터불","담뱃불, 라이터불",부주의,담배꽁초,"종이,목재,건초등","풀, 나뭇잎",,,"종이,목재,건초등","풀, 나뭇잎",임야,산불,사유림,,N,N,N,사유림,산정상,12.9,9~12 m/s,북서,13.0
200324160730063,임야,,,0,0,0,2014,화,포천소방서,가산119안전센터,20200324132322,20200324132413,20200324133612,20200324140028,20200324141659,20200324155932,719,2447,경기도,포천시,10,5,0.0,"담뱃불, 라이터불","담뱃불, 라이터불",부주의,담배꽁초,"종이,목재,건초등","풀, 나뭇잎",,,,,임야,산불,사유림,,N,N,N,사유림,산아래,14.7,5~8 m/s,북서,21.0
200325163827949,임야,,,0,0,0,324,수,남양주소방서,진건119안전센터,20200325142740,20200325143116,20200325143702,20200325144408,20200325145016,20200325153620,346,794,경기도,남양주시,9,1,0.0,"불꽃, 불티","불꽃, 불티",부주의,쓰레기 소각,"종이,목재,건초등","풀, 나뭇잎",,,,,임야,산불,사유림,,N,N,N,사유림,산아래,19.3,0~4 m/s,남,17.0
200315193257171,임야,,,0,0,0,660,일,여주소방서,월송119안전센터,20200315161908,20200315162001,20200315163254,20200315171228,20200315173045,20200315180823,773,3471,경기도,여주시,26,26,8.0,"담뱃불, 라이터불","담뱃불, 라이터불",부주의,기타(부주의),"종이,목재,건초등","풀, 나뭇잎",,,"종이,목재,건초등","풀, 나뭇잎",임야,산불,사유림,,N,N,N,사유림,산아래,7.0,5~8 m/s,서,26.0
200324202522277,임야,,,0,0,0,8,화,수원소방서,파장119안전센터,20200324190319,20200324190446,20200324191043,20200324191307,20200324191446,20200324200828,357,243,경기도,수원시 장안구,3,2,0.0,"담뱃불, 라이터불","담뱃불, 라이터불",방화의심,방화의심,"종이,목재,건초등",나무,,,"종이,목재,건초등","풀, 나뭇잎",임야,산불,사유림,,N,N,N,사유림,산아래,10.3,5~8 m/s,서,52.0
200401165352024,임야,,,0,0,0,3449,수,,,20200401133700,20200401133910,20200401134905,20200401144508,20200401155008,20200401161225,595,7263,경기도,가평군,15,10,0.0,"담뱃불, 라이터불","담뱃불, 라이터불",부주의,담배꽁초,"종이,목재,건초등",건초,,,"종이,목재,건초등",나무,임야,산불,공유림,,N,N,N,공유림,산중턱,17.5,0~4 m/s,북서,28.0
201210045227050,임야,,,0,0,0,550,수,의령소방서,부림119안전센터,20201209234147,20201209234236,20201210000643,20201210002823,20201210005832,20201210012538,1447,3109,경상남도,의령군,30,18,0.0,"불꽃, 불티","불꽃, 불티",부주의,쓰레기 소각,"종이,목재,건초등","풀, 나뭇잎",,,"종이,목재,건초등","풀, 나뭇잎",임야,산불,사유림,,N,N,N,사유림,산아래,-1.2,0~4 m/s,북서,74.0
200326151229956,임야,,,0,0,0,150,목,광주소방서,송정119안전센터,20200326133358,20200326133525,20200326134032,20200326140843,20200326140843,20200326144627,307,1691,경기도,광주시,6,0,0.0,"담뱃불, 라이터불","담뱃불, 라이터불",부주의,담배꽁초,"종이,목재,건초등","풀, 나뭇잎",,,,,임야,산불,사유림,,N,N,N,사유림,산중턱,19.0,0~4 m/s,북서,22.0
200405234713179,임야,,,0,0,0,38,일,파주소방서,교하119안전센터,20200405164931,20200405165033,20200405165941,20200405184218,20200405184218,20200405204357,548,6157,경기도,파주시,31,5,0.0,"담뱃불, 라이터불","담뱃불, 라이터불",부주의,담배꽁초,"종이,목재,건초등","풀, 나뭇잎",,,,,임야,산불,국유림,,N,N,N,국유림,산정상,15.2,9~12 m/s,남서,16.0
200403160754850,임야,전기,직류 24V 이상(배터리) 전원,0,0,0,2219,금,,,20200403125604,20200403125848,20200403130950,20200403142816,20200403145425,20200403155331,662,6275,경기도,가평군,31,7,0.0,작동기기,작동기기,부주의,"용접, 절단, 연마","종이,목재,건초등",건초,기타,기타,"종이,목재,건초등",건초,임야,산불,사유림,,N,N,N,사유림,평지,14.6,9~12 m/s,북,28.0
200321220042709,임야,,,0,0,0,440,토,포천소방서,영북119안전센터,20200321161846,20200321161949,20200321164527,20200321171831,20200321172900,20200321184533,1538,2613,경기도,포천시,29,7,17.0,"담뱃불, 라이터불","담뱃불, 라이터불",부주의,담배꽁초,"종이,목재,건초등","풀, 나뭇잎",,,,,임야,산불,사유림,,N,N,N,사유림,산중턱,17.9,9~12 m/s,남서,45.0
201129082233625,임야,,,0,0,0,1100,목,마산소방서,내서119안전센터,20201126123506,20201126123544,20201126124036,20201126131900,20201126133800,20201126135510,292,3444,경상남도,창원시 마산회원구,16,2,0.0,"불꽃, 불티","불꽃, 불티",부주의,쓰레기 소각,"종이,목재,건초등","풀, 나뭇잎",,,,,임야,산불,공유림,,N,N,N,공유림,산아래,10.1,0~4 m/s,북,43.0
200426125712456,임야,,,0,0,0,3,일,,,20200426104128,20200426104240,20200426104827,20200426105633,20200426105651,20200426112318,347,504,경기도,양주시,10,3,0.0,"불꽃, 불티","불꽃, 불티",부주의,"불씨,불꽃,화원방치","종이,목재,건초등","풀, 나뭇잎",,,,,임야,산불,사유림,,N,N,N,사유림,산아래,13.4,5~8 m/s,북,44.0
200406055215493,임야,,,0,0,0,0,월,시흥소방서,연성119안전센터,20200406034635,20200406034933,20200406035525,20200406043555,20200406045244,20200406053325,352,3439,경기도,시흥시,12,4,0.0,"담뱃불, 라이터불","담뱃불, 라이터불",부주의,담배꽁초,"종이,목재,건초등",종이,,,"종이,목재,건초등","풀, 나뭇잎",임야,산불,사유림,,N,N,N,사유림,산중턱,0.0,0~4 m/s,동,96.0
200410140734072,임야,,,0,0,0,885,금,고양소방서,원당119안전센터,20200410113559,20200410113640,20200410114640,20200410121142,20200410121142,20200410130517,600,1502,경기도,고양시 덕양구,3,3,0.0,"담뱃불, 라이터불","담뱃불, 라이터불",부주의,담배꽁초,"종이,목재,건초등","풀, 나뭇잎",,,"종이,목재,건초등","풀, 나뭇잎",임야,산불,국유림,,N,N,N,국유림,산중턱,13.0,0~4 m/s,동,33.0
200418222326739,임야,,,0,0,0,544,토,화성소방서,장안119안전센터,20200418124838,20200418125009,20200418130240,20200418131530,20200418131530,20200418133727,751,770,경기도,화성시,10,3,0.0,"불꽃, 불티","불꽃, 불티",부주의,쓰레기 소각,"종이,목재,건초등","기타(종이,목재,건초등)",,,합성수지,스티로폼,임야,산불,사유림,,N,N,N,사유림,평지,12.7,5~8 m/s,남,0.0
200408133718393,임야,,,0,0,0,3003,수,용인소방서,수지119안전센터,20200408075107,20200408075207,20200408080207,20200408083558,20200408084606,20200408110723,600,2639,경기도,용인시 수지구,20,6,0.0,"불꽃, 불티","불꽃, 불티",부주의,쓰레기 소각,쓰레기류,기타 쓰레기,,,,,임야,산불,공유림,,N,N,N,공유림,산아래,5.1,0~4 m/s,남동,68.0
200430181155908,임야,,,0,0,0,550,목,광주소방서,초월119안전센터,20200430170559,20200430170759,20200430171503,20200430172003,20200430173503,20200430174303,424,1200,경기도,광주시,3,3,0.0,"담뱃불, 라이터불","담뱃불, 라이터불",부주의,담배꽁초,"종이,목재,건초등","풀, 나뭇잎",,,"종이,목재,건초등","풀, 나뭇잎",임야,산불,사유림,,N,N,N,사유림,산아래,25.0,0~4 m/s,서,39.0
200404142633678,임야,,,0,0,0,220,토,서부소방서,한림센터,20200404101401,20200404101507,20200404102208,20200404105255,20200404110522,20200404121022,421,2594,제주특별자치도,제주시,5,5,0.0,"불꽃, 불티","불꽃, 불티",부주의,쓰레기 소각,"종이,목재,건초등","풀, 나뭇잎",,,"종이,목재,건초등","풀, 나뭇잎",임야,산불,사유림,,N,N,N,사유림,산아래,19.4,0~4 m/s,남서,37.0
200405122954489,임야,,,0,0,0,495,일,양평소방서,용문119안전센터,20200405103619,20200405103726,20200405104807,20200405112128,20200405112830,20200405120749,641,2423,경기도,양평군,23,15,4.0,"불꽃, 불티","불꽃, 불티",부주의,"불씨,불꽃,화원방치","종이,목재,건초등",건초,,,"종이,목재,건초등",나무,임야,산불,사유림,,N,N,N,사유림,산아래,9.0,0~4 m/s,남동,20.0
201203040523871,임야,,,0,0,0,6639,수,동부소방서,남원센터,20201202231839,20201202232015,20201202234907,20201203010550,20201203013748,20201203013748,1732,6521,제주특별자치도,서귀포시,32,14,0.0,미상(발화원인),미상(발화원인),미상,미상,"종이,목재,건초등","목재, 합판",,,"종이,목재,건초등","목재, 합판",임야,산불,국유림,,N,N,N,국유림,산중턱,12.3,0~4 m/s,북,32.0
201109140218948,임야,전기,380/220V이상 상용전원,0,0,0,275,월,동부소방서,성산센터,20201109093444,20201109093530,20201109094519,20201109102000,20201109111240,20201109122623,589,5241,제주특별자치도,서귀포시,9,9,0.0,미상(발화원인),미상(발화원인),미상,미상,"종이,목재,건초등","풀, 나뭇잎",산업장비,열풍기,,,임야,산불,공유림,,N,N,N,공유림,산중턱,11.5,0~4 m/s,북,44.0
200405153615083,임야,,,0,0,0,1606,일,화성소방서,남양119안전센터,20200405122826,20200405122958,20200405123402,20200405135146,20200405141118,20200405151402,244,5836,경기도,화성시,36,15,2.0,"담뱃불, 라이터불","담뱃불, 라이터불",부주의,"논,임야태우기","종이,목재,건초등",건초,,,"종이,목재,건초등",건초,임야,산불,사유림,,N,N,N,사유림,산중턱,7.2,5~8 m/s,남서,15.0
201214192624780,임야,,,0,0,0,6202,월,창녕소방서,남지119안전센터,20201214153512,20201214153631,20201214154314,20201215122015,20201215163015,20201215163020,403,2821,경상남도,창녕군,18,4,0.0,미상(발화원인),미상(발화원인),미상,미상,미상,미상,,,"종이,목재,건초등",건초,임야,산불,사유림,,N,N,N,사유림,산중턱,0.3,5~8 m/s,북동,23.0
200412201746427,임야,유류,경유,0,0,0,5800,일,광주소방서,송정119안전센터,20200412155956,20200412160156,20200412160853,20200412171634,20200412172052,20200412181552,417,4319,경기도,광주시,20,2,0.0,"마찰, 전도, 복사","마찰, 전도, 복사",부주의,기타(부주의),"종이,목재,건초등","풀, 나뭇잎","차량, 선박부품","기타(차량,선박부품)","종이,목재,건초등",나무,임야,산불,국유림,,N,N,N,국유림,평지,14.0,5~8 m/s,북동,44.0
200411210028402,임야,,,0,0,0,220,토,여주소방서,가남119안전센터,20200411184928,20200411185054,20200411185920,20200411190126,20200411190726,20200411200009,506,486,경기도,여주시,13,5,0.0,"불꽃, 불티","불꽃, 불티",부주의,"불씨,불꽃,화원방치","종이,목재,건초등",나무,,,,,임야,산불,사유림,,N,N,N,사유림,산아래,11.2,5~8 m/s,남서,10.0
200402225927228,임야,,,0,0,0,0,목,의왕소방서,부곡119안전센터,20200402191305,20200402191405,20200402191725,20200402201025,20200402203425,20200402220225,200,4620,경기도,의왕시,1,1,0.0,"불꽃, 불티","불꽃, 불티",부주의,담배꽁초,"종이,목재,건초등","풀, 나뭇잎",,,,,임야,산불,사유림,,N,N,N,사유림,산정상,9.6,0~4 m/s,남동,35.0
200430185108437,임야,,,0,0,0,1320,목,남양주소방서,진접119안전센터,20200430155042,20200430155059,20200430160351,20200430163156,20200430163156,20200430172808,772,1685,경기도,남양주시,15,5,0.0,"불꽃, 불티","불꽃, 불티",부주의,쓰레기 소각,쓰레기류,쓰레기,,,"종이,목재,건초등","기타(종이,목재,건초등)",임야,산불,사유림,,N,N,N,사유림,산아래,24.5,0~4 m/s,남서,39.0
